u,g,r,i,z,class,redshift,redshift_err
19.47672,19.20183,19.13876,18.96344,19.09173,QSO,1.547463,0.0003447742
19.44265,17.63314,16.85318,16.46848,16.18738,GALAXY,0.04229537,1.529218e-05
19.36153,19.10011,18.91563,18.93984,18.90582,QSO,0.9598167,0.0002578215
19.17419,17.48348,16.6674,16.18728,15.84276,GALAXY,0.08242818,1.637269e-05
18.31704,17.14986,16.55747,16.1793,15.96081,GALAXY,0.08208144,8.699016e-06
18.36558,18.24841,18.09252,18.05631,18.09075,QSO,1.401391,0.0001784604
18.88828,16.97935,16.06008,15.64687,15.31801,GALAXY,0.09540357,1.234503e-05
18.91156,16.83436,15.84152,15.40204,15.02818,GALAXY,0.09645795,1.356548e-05
18.60822,18.46484,18.44208,18.32604,18.38416,QSO,1.482563,0.000237295
19.26814,18.00054,17.17911,16.64902,16.37248,GALAXY,0.1908913,8.930356e-06
19.33983,19.06171,18.67415,18.54802,18.56387,QSO,1.166597,0.0001711331
16.93665,16.03254,15.78153,15.72492,15.63609,GALAXY,0.01149417,4.616086e-06
19.5316,19.32771,19.12234,19.10896,19.09742,QSO,0.9702924,0.0003692312
18.69661,17.65892,17.33949,17.12303,17.14162,GALAXY,0.03902068,1.23464e-05
18.66327,17.222,16.54503,16.16945,15.94752,GALAXY,0.06277081,2.321257e-05
19.2575,17.647,17.07975,16.69737,16.66098,GALAXY,0.1099662,1.388206e-05
18.9873,17.80937,17.3892,17.14117,17.10521,GALAXY,0.03246343,8.779803e-06
18.21765,17.10587,16.66838,16.43363,16.25334,GALAXY,0.0243144,1.273382e-05
18.9919,17.70668,17.19165,16.85122,16.66971,GALAXY,0.06565711,1.008051e-05
19.20193,17.55682,16.67958,16.22873,15.91424,GALAXY,0.1375362,3.742172e-05
19.00397,17.46871,16.64787,16.23167,15.96335,GALAXY,0.08907554,2.028778e-05
19.55487,17.72117,16.78373,16.37285,16.06997,GALAXY,0.08946521,2.720829e-05
19.49698,18.16798,17.59831,17.28776,17.27791,GALAXY,0.06452547,2.090102e-05
18.69799,16.75138,15.83823,15.41251,15.09618,GALAXY,0.06287897,1.490936e-05
19.35299,17.37898,16.49791,16.06494,15.77903,GALAXY,0.06257594,1.657637e-05
18.52817,16.73893,15.85666,15.43559,15.12555,GALAXY,0.05999574,1.386523e-05
18.18245,17.95889,18.01748,18.11531,18.28816,QSO,2.241939,0.0008204308
18.78977,16.98141,16.16851,15.7957,15.49599,GALAXY,0.06078964,1.23813e-05
17.09431,16.96288,16.91606,16.69217,16.7208,QSO,1.823895,0.0002155097
19.24794,17.61724,16.82268,16.38517,16.07899,GALAXY,0.06044928,9.054782e-06
18.34676,17.20784,16.68878,16.34724,16.181,GALAXY,0.07000943,8.93446e-06
19.15683,17.80305,17.04962,16.68003,16.43683,GALAXY,0.1084119,1.705492e-05
19.11142,17.60132,16.74212,16.29927,15.92593,GALAXY,0.1078668,2.601375e-05
18.88416,17.31424,16.35932,15.87062,15.54023,GALAXY,0.1333561,1.951839e-05
18.68084,17.95865,17.72439,17.46521,17.58348,GALAXY,0.1194063,7.758084e-06
19.49271,17.78176,16.99598,16.64082,16.34531,GALAXY,0.04711785,2.062649e-05
18.62902,17.72713,17.35122,17.0447,16.99721,GALAXY,0.1049423,7.614079e-06
19.16988,19.1259,19.10582,18.89198,18.90187,QSO,1.682197,0.0003147445
18.62765,18.60891,18.69011,18.5303,18.45411,QSO,1.770817,0.0004671531
19.08609,19.08938,19.15897,18.89034,18.92374,QSO,1.771199,0.0004174717
18.76865,16.99078,16.10868,15.65633,15.32423,GALAXY,0.08468764,2.174922e-05
19.49669,18.03998,17.2567,16.82616,16.53289,GALAXY,0.08641179,1.81304e-05
19.5667,17.72849,16.9112,16.50281,16.21707,GALAXY,0.04650351,1.712496e-05
18.19023,16.37904,15.55375,15.15538,14.85101,GALAXY,0.04697433,1.503271e-05
19.30833,17.59691,16.82441,16.46087,16.16656,GALAXY,0.04683604,2.956904e-05
19.53889,18.09413,17.27213,16.83769,16.54672,GALAXY,0.1168321,2.604182e-05
18.27576,18.1501,17.89669,17.83349,17.83174,QSO,1.20364,0.0002236109
19.38959,18.39624,18.01465,17.74717,17.65693,GALAXY,0.07381032,7.281855e-06
15.1585,15.92086,16.26638,16.03305,15.61474,GALAXY,0.4349866,1.004196
18.81287,17.82477,17.42688,17.13112,16.99679,GALAXY,0.08420031,6.181533e-06
18.77445,17.66277,17.31495,17.07806,16.98402,GALAXY,0.08473303,6.667392e-06
18.03177,16.87322,16.35814,16.04992,15.80214,GALAXY,0.03598836,7.532209e-06
18.61557,17.57907,17.31996,17.10686,17.12824,GALAXY,0.05197619,5.47441e-06
19.36502,17.59969,16.5637,16.08062,15.7054,GALAXY,0.1383618,2.180979e-05
18.93542,17.45267,16.81644,16.45465,16.17666,GALAXY,0.05168744,9.180636e-06
19.52682,17.99559,17.17209,16.50443,16.27881,GALAXY,0.2020507,6.846914e-05
19.22559,17.70686,16.95789,16.49657,16.18619,GALAXY,0.06586132,1.046627e-05
18.91731,17.53988,16.88978,16.53706,16.32791,GALAXY,0.09078659,1.792789e-05
19.22649,17.6473,16.82133,16.38756,16.07225,GALAXY,0.1140426,1.631675e-05
19.51583,18.30713,17.69652,17.34259,17.09765,GALAXY,0.1303154,8.767969e-06
19.10665,18.04377,17.70762,17.54817,17.4326,GALAXY,0.009571679,1.247278e-05
19.52396,17.66913,16.76492,16.34642,16.02884,GALAXY,0.08362437,1.884137e-05
18.06391,17.09036,16.75029,16.47132,16.34341,GALAXY,0.0472206,5.664485e-06
18.49434,17.21321,16.46701,16.077,15.82471,GALAXY,0.1320042,1.741944e-05
18.76881,17.45597,17.05317,16.77698,16.64219,GALAXY,0.07116934,1.361055e-05
18.89827,17.87892,17.50641,17.23334,17.14283,GALAXY,0.03420221,1.789617e-05
18.46439,17.65094,17.43784,17.15976,17.25619,GALAXY,0.08804876,4.625643e-06
19.41042,17.3628,16.43481,15.99937,15.69466,GALAXY,0.08466259,1.792854e-05
19.54115,18.17978,17.51523,17.09204,16.89727,GALAXY,0.08384351,7.441206e-06
18.45732,18.26354,18.248,18.0449,17.99407,QSO,1.70792,0.0004091611
17.74916,16.61869,16.04087,15.61164,15.47791,GALAXY,0.08641947,4.259617e-06
18.00305,15.84948,14.88173,14.45502,14.12647,GALAXY,0.08336654,1.692282e-05
19.42097,17.33603,16.39582,15.97862,15.66293,GALAXY,0.08786678,1.553949e-05
17.94597,16.68266,16.33254,16.16992,16.03126,GALAXY,0.009670773,8.038092e-06
19.07228,17.87804,17.26454,16.87661,16.65734,GALAXY,0.07103291,7.804851e-06
18.35239,16.37365,15.46458,15.03776,14.73216,GALAXY,0.07273625,1.674365e-05
19.2311,17.19236,16.23456,15.79635,15.44409,GALAXY,0.08619919,2.095222e-05
19.31593,17.45092,16.53108,16.10282,15.76567,GALAXY,0.08489177,1.880012e-05
18.97285,17.4531,16.65532,16.2455,15.9763,GALAXY,0.08236475,1.762546e-05
19.26367,17.28678,16.28696,15.83565,15.48159,GALAXY,0.0860697,2.151985e-05
19.13737,17.51624,16.66552,16.28181,16.00398,GALAXY,0.1052362,3.092708e-05
18.62721,16.65821,15.68171,15.26127,14.90967,GALAXY,0.08672263,1.71082e-05
18.66313,17.81916,17.34327,17.04178,16.85804,GALAXY,0.04710318,7.689962e-06
19.28433,17.78307,17.23362,16.96421,16.76156,GALAXY,0.07162091,1.455443e-05
17.41136,16.42777,16.02492,15.69225,15.60207,GALAXY,0.08549637,7.217597e-06
19.27899,17.25377,16.42348,15.95323,15.65207,GALAXY,0.08970409,1.448935e-05
19.18143,18.08897,17.64435,17.34734,17.25774,GALAXY,0.1030337,6.946279e-06
18.33087,16.34704,15.40615,15.00111,14.64788,GALAXY,0.08704611,1.66202e-05
19.02668,17.8219,17.19147,16.79711,16.56168,GALAXY,0.1139401,8.374754e-06
19.05769,16.96396,16.01474,15.59427,15.27553,GALAXY,0.08602241,1.74222e-05
19.29017,17.45653,16.55692,16.16441,15.88321,GALAXY,0.08662484,2.068513e-05
18.09797,16.98935,16.60093,16.28907,16.17425,GALAXY,0.0764561,7.657587e-06
18.83339,17.01092,16.16126,15.76805,15.51022,GALAXY,0.07397567,1.928316e-05
18.94502,17.83623,17.36463,17.06244,16.9327,GALAXY,0.07554249,8.418339e-06
19.15911,17.5679,16.77992,16.37685,16.12607,GALAXY,0.07619882,1.786614e-05
19.08189,17.97926,17.39656,17.00644,16.85543,GALAXY,0.075958,9.892747e-06
19.36423,17.62789,16.7998,16.34187,16.03955,GALAXY,0.07598092,1.297881e-05
19.08735,17.13313,16.21192,15.79538,15.48809,GALAXY,0.07494521,1.635111e-05
19.2262,17.9946,17.49962,17.21327,17.05169,GALAXY,0.07625151,1.137642e-05
19.02973,17.69732,16.99666,16.56791,16.28386,GALAXY,0.06526105,7.876807e-06
19.55857,17.91104,17.08486,16.69776,16.38383,GALAXY,0.07552939,3.281176e-05
19.16043,17.1544,16.20419,15.77228,15.44385,GALAXY,0.08593418,1.705544e-05
19.3509,17.55617,16.74284,16.36959,16.07661,GALAXY,0.08502486,1.700671e-05
19.00879,16.87792,16.04061,15.62784,15.33514,GALAXY,0.1057531,2.702842e-05
18.77994,17.69267,17.17406,16.87341,16.70082,GALAXY,0.09880914,1.084504e-05
19.29996,18.18946,17.63157,17.23835,17.09619,GALAXY,0.1430276,9.434582e-06
19.01249,18.99296,18.98977,18.7793,18.76342,QSO,1.882629,0.0004402504
19.46292,17.77634,16.91008,16.46027,16.13583,GALAXY,0.05145178,1.39987e-05
19.09355,17.17793,16.2192,15.79733,15.4476,GALAXY,0.09636451,1.840811e-05
19.54093,18.08561,17.37863,16.95786,16.65115,GALAXY,0.09528957,9.12189e-06
19.18248,17.89058,17.31238,16.92067,16.7222,GALAXY,0.0696366,1.189246e-05
19.30589,18.98636,18.81848,19.00119,18.88023,QSO,0.8011336,0.0001346959
18.86058,17.93657,17.58655,17.20377,17.21737,GALAXY,0.09526824,4.740449e-06
19.40866,18.21091,17.65605,17.32764,17.15753,GALAXY,0.09625461,1.129346e-05
18.39053,17.24333,16.85874,16.61156,16.43329,GALAXY,0.0377599,1.130147e-05
19.22954,18.97552,18.95673,18.88187,18.57396,QSO,2.151737,0.000185162
19.28365,17.99053,17.46546,17.15252,17.00598,GALAXY,0.06237214,1.066271e-05
19.23756,18.06966,17.44007,17.10444,16.92551,GALAXY,0.1193897,3.221075e-05
19.14099,17.16017,16.26933,15.85677,15.51611,GALAXY,0.05021833,1.367985e-05
19.46844,18.28148,17.81404,17.49862,17.29971,GALAXY,0.07270261,7.740112e-06
18.75781,17.54411,17.10596,16.79999,16.63002,GALAXY,0.07253376,8.89187e-06
19.25183,18.85096,18.81332,18.57275,18.56059,QSO,0.5674976,0.0001476951
19.01148,17.75919,17.15665,16.77529,16.52176,GALAXY,0.07251994,7.256017e-06
19.42875,19.32258,19.12196,18.80458,18.76309,QSO,1.679171,0.0002257813
18.83341,16.98963,16.12325,15.67644,15.35796,GALAXY,0.09897842,1.103379e-05
18.26083,16.61871,15.75828,15.28975,14.93187,GALAXY,0.07204904,1.423099e-05
18.83005,17.97328,17.52688,17.18087,17.06482,GALAXY,0.1037601,6.382737e-06
18.81074,16.89379,15.93059,15.49537,15.1543,GALAXY,0.08090062,1.272622e-05
18.61233,17.87985,17.65407,17.33921,17.28167,GALAXY,0.1018464,6.607499e-06
19.49738,19.05424,18.88569,18.23178,17.92052,QSO,0.4081123,2.46017e-05
19.18383,19.24655,18.86538,18.64709,18.59227,QSO,1.41589,0.0003767478
17.39664,16.21221,15.63484,15.31022,15.05176,GALAXY,0.0308929,8.700636e-06
18.56024,18.1939,18.14599,18.09644,17.93234,QSO,0.7212789,0.0001230166
18.29916,16.68267,15.90469,15.49122,15.15623,GALAXY,0.03145115,1.021831e-05
17.89301,16.67311,16.12851,15.83517,15.6177,GALAXY,0.03801183,1.246932e-05
19.59675,18.0489,17.29333,16.83605,16.51724,GALAXY,0.06225452,1.379141e-05
18.81583,18.65062,18.4942,18.17402,18.15208,QSO,1.798646,0.0003469307
19.15568,19.1108,18.94387,18.65521,18.42224,QSO,2.044531,0.0003107456
19.16493,17.89713,17.11289,16.66759,16.36266,GALAXY,0.122247,1.883562e-05
18.02444,16.1807,15.26657,14.82411,14.4767,GALAXY,0.08526123,2.05353e-05
18.72701,17.40664,16.70935,16.30423,15.98763,GALAXY,0.04249381,1.606477e-05
18.3308,16.4151,15.55422,15.13241,14.82745,GALAXY,0.04257756,6.802377e-06
18.66709,16.62584,15.62167,15.16728,14.81894,GALAXY,0.08589033,1.776246e-05
19.34852,18.05598,17.51645,17.18088,17.0259,GALAXY,0.08542003,9.673572e-06
18.9583,17.92426,17.43054,17.04905,16.90202,GALAXY,0.08477248,7.173327e-06
18.5002,18.2961,18.23995,18.14857,17.95895,QSO,2.140272,0.0003017669
19.37279,18.7161,18.50544,18.41905,18.42335,QSO,2.789609,0.000285828
19.51899,19.30538,19.1614,18.9375,18.69086,QSO,2.074098,0.0002427762
19.26681,19.19412,18.94793,18.9171,19.03702,QSO,1.163179,0.0003909998
19.04505,17.7814,17.38964,17.09357,16.96022,GALAXY,0.04207562,6.75252e-06
19.38085,18.21174,17.5647,17.18423,16.94862,GALAXY,0.1206627,9.396003e-06
18.76393,17.4785,16.68305,16.22324,15.90751,GALAXY,0.1191019,8.342591e-06
19.51861,17.57794,16.5583,16.09246,15.73097,GALAXY,0.11492,3.079036e-05
18.12686,17.84228,17.65563,17.51968,17.37052,QSO,2.793773,0.0001456312
18.44447,16.50293,15.58004,15.12738,14.79819,GALAXY,0.06341362,1.50371e-05
18.34567,16.49568,15.91159,15.59919,15.3781,GALAXY,0.03132851,1.165371e-05
18.44637,16.81363,15.98773,15.5318,15.20996,GALAXY,0.06289559,1.435274e-05
18.78757,17.28487,16.51866,16.06502,15.77463,GALAXY,0.06336157,7.682509e-06
19.50249,17.6008,16.48228,16.00615,15.63037,GALAXY,0.1365703,2.269802e-05
19.42303,17.57439,16.86028,16.49315,16.18879,GALAXY,0.1411414,1.952671e-05
17.68086,15.82953,14.95458,14.4919,14.14292,GALAXY,0.06346408,1.423895e-05
17.01645,15.36729,14.54996,14.12816,13.81217,GALAXY,0.06444616,1.12706e-05
18.49857,16.996,16.3009,15.90942,15.67596,GALAXY,0.03246231,1.863525e-05
19.30983,17.42219,16.32661,15.87827,15.50303,GALAXY,0.118728,2.492716e-05
17.31638,15.85501,15.18003,14.81608,14.5492,GALAXY,0.04428848,1.186496e-05
18.91449,16.97452,16.00477,15.56552,15.23042,GALAXY,0.08300822,1.455612e-05
19.31046,18.08057,17.54247,17.30295,17.21317,GALAXY,0.02968403,1.431302e-05
19.58561,18.22295,17.47866,17.11232,16.89933,GALAXY,0.03154291,2.121806e-05
18.65834,17.31171,16.67268,16.3424,16.17184,GALAXY,0.05545994,4.04134e-05
17.55772,15.62405,14.71681,14.27748,13.94427,GALAXY,0.0325371,9.659694e-06
19.43853,19.20999,19.07177,18.84406,18.8386,QSO,1.730243,0.0005971793
19.59042,19.40403,19.30451,19.02879,19.00921,QSO,1.77054,0.0004518178
19.22439,18.71492,18.54118,18.52685,18.50112,QSO,1.233311,0.5804986
18.21049,16.65382,15.85974,15.4561,15.15464,GALAXY,0.03118988,1.366135e-05
19.51557,19.2312,19.10584,19.22073,19.13536,QSO,0.8330677,0.0001505325
19.4934,17.52643,16.52892,16.0878,15.72518,GALAXY,0.106775,1.871844e-05
17.37843,15.56097,14.74618,14.35836,14.02529,GALAXY,0.04500785,1.207709e-05
19.54739,18.93326,18.10444,17.73251,17.33912,QSO,0.2768816,4.668448e-05
18.77096,17.60918,17.01605,16.66266,16.43301,GALAXY,0.09758146,7.39811e-06
17.04274,15.09586,14.21293,13.78899,13.47095,GALAXY,0.0310755,9.932372e-06
19.30561,17.97217,17.25951,16.87258,16.58629,GALAXY,0.1230068,2.225881e-05
17.76648,16.5356,15.97508,15.69034,15.48682,GALAXY,0.02979146,1.149388e-05
18.96203,17.62871,16.9492,16.61373,16.33788,GALAXY,0.03135839,1.489825e-05
18.93669,17.2447,16.46318,16.02772,15.70721,GALAXY,0.0444258,1.111856e-05
18.97403,17.77456,17.19371,16.83125,16.67415,GALAXY,0.1126757,9.773264e-06
18.07164,16.78604,16.24658,15.94417,15.74386,GALAXY,0.0447197,1.803157e-05
19.10689,17.81774,17.20503,16.86303,16.65092,GALAXY,0.04310856,1.361243e-05
18.52607,18.20218,17.89959,17.66388,17.62821,QSO,1.474249,0.0001955231
18.91677,16.76217,15.68694,15.19767,14.81271,GALAXY,0.0867756,1.836568e-05
19.42978,17.90924,17.03403,16.60745,16.27966,GALAXY,0.09169505,3.193446e-05
18.96111,17.44337,16.55425,16.05937,15.78241,QSO,0.08671734,2.484982e-05
19.4974,17.61257,16.62047,16.15596,15.80647,GALAXY,0.08628331,2.178604e-05
19.53526,18.24755,17.51191,17.11564,16.87572,GALAXY,0.08678686,1.249224e-05
18.97269,18.69913,18.43616,18.3942,17.97809,QSO,0.36217,2.70663e-05
19.38914,17.36788,16.46174,16.0271,15.69552,GALAXY,0.04655446,1.418561e-05
18.79074,18.24671,18.04589,17.98603,17.87334,QSO,2.465337,0.0004298984
18.17575,16.80222,16.3605,16.11476,15.99107,GALAXY,0.04245955,9.629265e-06
18.92192,16.93015,15.90653,15.43824,15.09239,GALAXY,0.087492,1.531285e-05
18.69741,16.57156,15.54171,15.06617,14.72602,GALAXY,0.08832513,1.633069e-05
17.87865,16.12744,15.2637,14.83322,14.55306,GALAXY,0.08707087,2.071003e-05
18.93296,18.64273,18.45994,18.20797,18.21376,QSO,1.546808,0.0002273285
19.25602,18.07067,17.47821,17.07865,16.83977,GALAXY,0.08910522,8.567202e-06
19.5821,18.21845,17.49973,17.06987,16.74863,GALAXY,0.08781353,1.031495e-05
19.22251,18.48032,18.36332,18.31166,18.09734,QSO,2.674215,0.0003362892
18.25414,17.15616,16.67841,16.43823,16.25987,GALAXY,0.02606164,6.119089e-06
18.41061,17.42979,16.978,16.83246,16.7239,GALAXY,0.02602813,6.786512e-06
17.71035,15.79772,14.92778,14.49287,14.14745,GALAXY,0.03903501,9.165093e-06
15.50341,13.63689,12.80645,12.36699,12.03067,GALAXY,0.01686545,7.340669e-06
19.47031,18.18795,17.57285,17.19394,16.97974,GALAXY,0.08325422,9.049019e-06
18.82961,17.66941,17.18298,16.84755,16.65256,GALAXY,0.06898951,6.689862e-06
18.05734,16.89653,16.5363,16.31722,16.16232,GALAXY,0.02620065,9.544339e-06
17.57329,15.64905,14.77995,14.36182,14.03883,GALAXY,0.04062638,9.725395e-06
17.6743,15.81805,14.96928,14.55247,14.23308,GALAXY,0.03957622,1.063895e-05
19.35384,17.79573,16.97689,16.51292,16.20448,GALAXY,0.09167559,1.507213e-05
19.09772,17.73684,16.75013,16.28894,15.97744,GALAXY,0.1965978,1.685735e-05
18.55829,17.36802,16.86852,16.68896,16.51396,GALAXY,0.01404631,2.383929e-05
18.82315,17.3919,16.7082,16.29086,15.97164,GALAXY,0.04055283,7.121879e-06
18.54255,17.31273,16.71406,16.32382,16.12064,GALAXY,0.08755303,6.988855e-06
18.46549,16.60615,15.75581,15.34029,15.01931,GALAXY,0.06894046,1.502282e-05
19.07046,17.7905,17.12263,16.73305,16.4718,GALAXY,0.08592179,1.088916e-05
19.30211,18.22999,17.74981,17.38985,17.24458,GALAXY,0.1006569,6.547026e-06
18.05545,17.12308,16.7527,16.44939,16.3226,GALAXY,0.117676,5.92191e-06
18.84957,16.76714,15.7221,15.24408,14.83942,GALAXY,0.1024211,2.519707e-05
19.47826,17.50327,16.47933,16.0411,15.68525,GALAXY,0.09974924,2.572086e-05
18.80766,17.94875,17.60907,17.33152,17.21661,GALAXY,0.09789014,6.097502e-06
19.39614,17.08936,15.92871,15.40601,14.95673,GALAXY,0.0993087,2.244566e-05
19.17599,17.40033,16.46319,16.02286,15.67396,GALAXY,0.1038275,2.532965e-05
19.07165,18.9397,18.96719,18.71717,18.77089,QSO,1.790043,0.0001880265
18.16224,16.55984,15.83186,15.38762,15.03541,GALAXY,0.04686735,5.0442e-06
19.26196,17.83412,17.21642,16.88497,16.64616,GALAXY,0.05421294,9.868143e-06
19.38016,18.09072,17.45055,17.05066,16.78992,GALAXY,0.08299632,8.941973e-06
19.00769,18.65383,18.52918,18.38713,18.4069,QSO,1.505306,0.0006775474
18.63642,17.66291,17.21246,16.82927,16.70823,GALAXY,0.1175131,6.559658e-06
18.32564,17.11934,16.53683,16.1678,15.98585,GALAXY,0.09765185,9.64615e-06
17.94502,17.25724,17.12999,17.05414,16.95825,GALAXY,0.02491794,6.165146e-06
19.18968,18.94577,18.84153,18.55418,18.58493,QSO,1.632683,0.0005122069
18.47429,17.85896,17.33373,16.91339,16.75325,QSO,0.1266222,4.3108e-05
18.89161,17.26469,16.38419,15.90829,15.56794,GALAXY,0.1214359,2.589257e-05
19.35135,18.07795,17.41336,16.96114,16.74631,GALAXY,0.1214516,1.228549e-05
19.46223,17.46141,16.34447,15.88166,15.53025,GALAXY,0.1452033,2.668319e-05
18.59552,16.33521,15.18334,14.68774,14.32237,GALAXY,0.1389264,2.557174e-05
19.20989,17.22465,16.10188,15.59716,15.21552,GALAXY,0.1423844,2.684656e-05
18.85137,17.03042,16.09958,15.64818,15.30722,GALAXY,0.07752284,1.830602e-05
19.2795,18.15231,17.59464,17.23903,17.13432,GALAXY,0.1291231,1.083206e-05
19.02664,17.38543,16.51987,16.03914,15.71489,GALAXY,0.08367231,1.055253e-05
19.57684,17.82128,16.99965,16.54383,16.2441,GALAXY,0.08221795,1.069266e-05
19.26166,17.82907,17.02353,16.47887,16.18066,GALAXY,0.1226316,1.651781e-05
19.51808,17.63456,16.68255,16.22084,15.84545,GALAXY,0.08463726,1.406405e-05
19.08978,18.07412,17.64678,17.3072,17.21925,GALAXY,0.0830263,6.078146e-06
19.08832,18.07096,17.57078,17.17246,17.03277,GALAXY,0.08219588,8.977717e-06
19.58073,18.65297,18.47668,18.15798,18.0637,GALAXY,0.05036044,4.710844e-06
18.83086,17.75831,17.26006,16.90686,16.72502,GALAXY,0.08504657,7.592293e-06
18.98672,17.30323,16.472,16.06359,15.76054,GALAXY,0.08104061,2.461481e-05
19.5605,18.36788,17.6364,17.22982,16.99113,GALAXY,0.1515806,1.753631e-05
18.73808,17.59724,16.90787,16.49333,16.22196,GALAXY,0.1383182,1.011741e-05
19.50384,18.92362,18.85251,18.78291,18.66552,QSO,2.700447,0.0001904938
19.51964,17.58563,16.63318,16.20776,15.88465,GALAXY,0.1017612,2.154065e-05
18.68472,16.9345,16.05197,15.59128,15.26773,GALAXY,0.1017403,2.152674e-05
18.6112,16.92749,16.08439,15.64562,15.31546,GALAXY,0.1017358,2.197993e-05
18.85645,17.77025,17.45228,17.18042,17.03266,GALAXY,0.05276997,9.139605e-06
19.47943,17.79344,16.83748,16.33366,15.98224,GALAXY,0.1277199,1.770688e-05
19.31883,19.1011,19.04179,18.78197,18.74646,QSO,1.56207,0.0006229952
19.11973,17.97735,17.46253,17.15748,16.96862,GALAXY,0.08376138,8.606192e-06
19.44475,18.22838,17.58501,17.20427,16.93722,GALAXY,0.127006,1.666171e-05
18.69806,16.94469,16.08059,15.67191,15.35274,GALAXY,0.0847495,2.3382e-05
19.14349,17.97443,17.54372,17.23948,17.11806,GALAXY,0.07278041,8.516871e-06
19.20343,18.1525,17.76931,17.54263,17.39288,GALAXY,0.03102892,5.015232e-06
19.32703,18.00918,17.45223,17.08041,16.87749,GALAXY,0.05536597,7.60475e-06
17.97803,17.75175,17.54927,17.48601,17.44215,QSO,1.071825,0.000195853
18.23563,17.11137,16.70506,16.40525,16.27918,GALAXY,0.07315789,6.570183e-06
17.52866,15.88897,15.13085,14.72691,14.43833,GALAXY,0.07317334,1.11903e-05
19.33144,18.11442,17.42974,17.03014,16.72278,GALAXY,0.1363516,9.079663e-06
19.08532,18.14416,17.32492,16.9349,16.58961,GALAXY,0.2532714,1.132473e-05
19.19011,17.6376,17.27223,17.06078,16.89205,GALAXY,0.04957435,6.807841e-06
19.09058,17.94673,17.52762,17.20569,17.08693,GALAXY,0.07331129,6.118826e-06
19.01017,17.3895,16.58818,16.05321,15.73048,GALAXY,0.07949784,7.209014e-06
17.84048,16.58623,15.96567,15.55549,15.30611,GALAXY,0.07916347,6.60465e-06
19.46073,18.39238,17.77205,17.39088,17.13991,GALAXY,0.1365594,7.611221e-06
19.22383,18.41689,18.03721,17.74033,17.67583,GALAXY,0.1369092,7.278194e-06
18.93272,17.96612,17.71444,17.52477,17.35866,GALAXY,0.03012059,5.302522e-06
19.59872,18.40982,17.86523,17.55433,17.34896,GALAXY,0.08309195,1.052758e-05
19.26034,17.87331,16.97536,16.51113,16.1554,GALAXY,0.1371386,1.475715e-05
19.43404,17.51607,16.4488,15.97629,15.59264,GALAXY,0.1364992,2.045936e-05
19.56083,18.27421,17.44168,17.02763,16.7483,GALAXY,0.1353241,1.832474e-05
19.14347,18.08782,17.59959,17.2683,17.10712,GALAXY,0.1182048,5.843222e-06
19.46627,18.09464,17.34219,16.92183,16.6562,GALAXY,0.0929079,8.311596e-06
19.30079,19.54203,19.08502,19.08129,19.16786,QSO,1.294114,0.0002444948
19.18441,18.98501,18.85981,18.74279,18.50572,QSO,2.067199,0.0004972569
18.94308,17.74601,17.28622,16.95017,16.75319,GALAXY,0.08886774,7.58417e-06
19.30972,18.2508,17.60603,17.21227,16.97481,GALAXY,0.1367295,1.0603e-05
19.23064,18.90328,18.87191,18.85655,18.72847,QSO,2.247465,0.0006255817
19.42943,19.35856,19.37562,19.18226,18.93208,QSO,2.071121,0.0005357099
19.06937,17.96264,17.44768,17.0965,16.94244,GALAXY,0.08399684,1.355424e-05
18.48368,16.45926,15.45642,15.01116,14.62928,GALAXY,0.1056896,1.784241e-05
19.03123,17.99922,17.54827,17.25749,17.08159,GALAXY,0.1055001,8.733427e-06
18.83655,17.40637,16.68144,16.25861,15.9936,GALAXY,0.08097827,8.088926e-06
19.0385,17.61241,16.86677,16.46955,16.14822,GALAXY,0.1070276,1.58951e-05
18.33073,18.05676,17.65999,17.56035,17.08879,QSO,0.32483,2.403289e-05
19.4847,19.27987,19.09794,18.88601,18.95763,QSO,1.514296,0.0006325323
17.81718,16.71841,16.24149,15.89406,15.66436,GALAXY,0.08203113,9.221916e-06
19.5829,18.14562,17.30044,16.87483,16.59354,GALAXY,0.1223561,1.200837e-05
18.36329,17.15511,16.6498,16.37518,16.17791,GALAXY,0.03699495,1.001289e-05
18.33723,16.58598,15.80203,15.37151,15.04959,GALAXY,0.08219815,1.210686e-05
17.93837,15.95252,14.99814,14.47856,14.02914,GALAXY,0.03809347,1.444937e-05
18.87697,16.71263,15.70367,15.21848,14.86024,GALAXY,0.0817531,1.485399e-05
18.99177,17.72194,17.11876,16.6444,16.36803,GALAXY,0.1060469,6.736806e-06
19.10358,17.75655,16.90964,16.42069,16.10691,GALAXY,0.1364791,9.82746e-06
19.48768,17.48546,16.21444,15.68567,15.28545,GALAXY,0.180081,2.890691e-05
18.09117,16.73715,16.12093,15.70494,15.431,GALAXY,0.056846,4.695119e-06
18.58177,17.07867,16.37109,15.96865,15.70817,GALAXY,0.07331971,1.076036e-05
19.52561,17.8918,16.98403,16.54686,16.16004,GALAXY,0.1290342,3.433429e-05
19.21774,17.19611,16.16648,15.7315,15.35785,GALAXY,0.1150431,2.312093e-05
19.22759,18.13879,17.61747,17.25185,17.08336,GALAXY,0.08080456,7.447429e-06
19.38629,18.09397,17.6115,17.24355,17.06969,GALAXY,0.08116311,9.746619e-06
19.39823,18.00199,17.61859,17.46143,17.42423,GALAXY,0.00595112,4.287953e-05
