,objid,ra,dec,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class
421,1237678598628835426,3.42461700000001,3.701875,21.82345,20.14577,18.9737,18.5146,18.13644,0.1926775,1.874786,1.160032,0.4788246,0.3167953,GALAXY
422,1237657221485559941,159.17398,54.719959,21.76723,19.50101,18.08266,17.4198,17.01983,9.637285e-05,2.32762,1.404293,0.6656628,0.4016838,STAR
423,1237667429010309782,119.52515,11.158186,20.81457,18.12266,16.96711,16.13039,15.77462,5.587581e-05,2.686747,1.261192,0.7313728,0.3655596,STAR
424,1237663784205025429,17.416977,0.022519584,20.99694,19.23984,18.56067,18.20387,17.776,0.08547357,1.712561,0.8175926,0.3667831,0.3176537,GALAXY
425,1237658205579116671,163.57045,48.655064,20.39235,17.89132,16.79449,16.42507,16.19901,0.0001247849,2.491501,1.089907,0.3862019,0.2144928,STAR
426,1237648722835996728,167.78147,1.0971769,21.48424,19.21032,18.28724,17.89801,17.50329,0.0966417,2.306482,0.9438095,0.3743038,0.392725,GALAXY
427,1237664871894024357,132.75843,35.599302,22.08914,19.60908,18.22428,17.12424,16.54486,0.0001534092,2.551315,1.372213,1.101919,0.5748043,STAR
428,1237678598092620021,4.85284100000001,3.16035,23.50656,21.0306,19.54685,19.07484,18.64354,0.2718649,2.510735,1.538559,0.5503025,0.3048515,GALAXY
429,1237666408994701522,35.274072,0.71938053,19.41395,18.47977,18.05423,17.89933,17.89247,0.0001796343,0.9377022,0.4030132,0.1525631,0.01852417,STAR
430,1237663785278898278,17.788144,0.90812475,20.97732,19.93709,18.75785,18.24763,17.94208,0.2008358,1.249441,1.139563,0.4805908,0.2889977,GALAXY
431,1237666339726033066,17.034052,0.3482486,21.67137,20.50347,19.73833,19.25356,18.84759,0.1217607,1.306194,0.7873745,0.4090271,0.2788448,GALAXY
432,1237657771250090107,161.83321,55.523038,22.0799,20.01169,18.87159,18.05933,17.53765,0.0001312408,2.45466,0.9566574,0.6336575,0.4317627,STAR
433,1237663204922097769,18.105174,0.78003887,20.58253,19.37793,18.92664,18.64324,18.4343,0.07604067,1.178377,0.5119877,0.290144,0.1428776,GALAXY
434,1237678776868799081,3.0285427,4.432453,23.89993,24.54612,22.32398,21.17338,20.51369,0.6799589,-1.019724,3.45071,1.055296,0.741457,GALAXY
435,1237678598629491747,4.86209869999999,3.7325506,25.13278,24.3148,22.54343,21.45257,20.56252,0.8818702,2.72151,1.618258,1.200775,0.7994461,GALAXY
436,1237658802566725805,154.29228,51.512546,19.76351,17.24366,19.2413,15.53928,15.22733,-0.0001371139,2.253809,-1.41449,3.19313,0.3191519,STAR
437,1237678598628835936,3.45827500000001,3.66501,23.01507,21.58351,20.47395,20.07127,19.51436,0.1954879,2.296421,1.15819,0.424181,0.3422203,GALAXY
438,1237680099166060684,29.473879,1.3928141,19.93795,17.95021,17.18711,16.90892,16.78016,0.0001439073,2.001368,0.7714043,0.2733917,0.1297016,STAR
439,1237648722835996890,167.76676,1.1659608,21.38971,19.42865,18.48068,18.0225,17.64198,0.09210555,1.843336,0.930151,0.4222851,0.360014,GALAXY
440,1237666340800102532,17.83164,1.1185491,20.86395,19.18029,18.32036,17.91404,17.63964,0.147917,1.59395,0.8499966,0.384119,0.2728596,GALAXY
441,1237678778477118134,357.76175,5.7053184,22.36998,24.79372,22.4655,21.21278,20.34916,0.7266728,-3.539255,3.338127,1.376129,0.6524639,GALAXY
442,1237666339189358715,17.443645,-0.0066480653,19.94491,19.26447,18.9679,18.7314,18.6691,0.1687529,0.8721561,0.4496193,0.2845898,0.04628563,GALAXY
443,1237648721740760046,118.69008,0.29892606,21.41005,18.95172,17.91033,17.57688,17.39347,0.0002624035,2.521116,1.016039,0.3388882,0.1766644,STAR
444,1237658200200905031,133.95296,36.600392,23.99376,21.52813,19.67429,18.42321,17.69644,0.0003502218,2.672251,1.887619,1.265934,0.694046,STAR
445,1237658802566463908,153.46223,51.062614,24.32367,21.03067,19.71255,19.19024,18.96478,-6.39698e-05,3.493052,1.314651,0.5242805,0.2213764,STAR
446,1237646797062799971,118.95177,0.13881985,18.88084,17.20949,16.59944,16.3686,16.31522,0.0002054341,1.671385,0.6203499,0.254343,0.03259468,STAR
447,1237648721203954630,118.85723,-0.17912,21.49077,18.78882,17.60201,17.06619,16.92059,0.0001130881,2.747482,1.224375,0.4959087,0.181406,STAR
448,1237667782806274713,118.12694,9.4527987,22.11728,19.96269,19.45948,19.05067,19.01755,0.0001647321,2.091362,0.6184502,0.3057594,0.06553841,STAR
449,1237674650460487930,168.35108,0.15647621,20.57167,19.34185,18.62153,18.23919,18.05609,0.07873265,1.20113,0.7417469,0.3994789,0.237627,GALAXY
450,1237663784741699754,16.942617,0.45965824,23.7059,21.31284,19.66444,19.13027,18.66312,0.313576,2.036251,1.699274,0.5852718,0.3911762,GALAXY
451,1237667783343146309,118.03615,9.6908836,24.11031,21.53125,21.10874,20.83446,20.76213,0.0001389165,2.53826,0.4301434,0.2789707,0.08156967,STAR
452,1237663784204959865,17.238619,0.10605126,20.74104,18.91911,18.22408,17.77676,17.30153,0.04506502,1.731213,0.8215828,0.4205017,0.3229828,GALAXY
453,1237663784204894216,17.108221,0.10533916,20.14962,18.38043,17.75888,17.44118,17.04367,0.0467557,1.760672,0.739748,0.3472404,0.2847385,GALAXY
454,1237678598092816781,5.31117699999999,3.252529,22.73122,21.94368,20.78596,20.34521,19.83605,0.3584794,1.147036,1.140442,0.369669,0.4866066,GALAXY
455,1237657221485691376,159.45581,54.990141,23.18154,21.0318,19.74149,19.32566,18.37368,-4.865468e-05,2.191431,1.328905,0.4598694,0.897974,STAR
456,1237674651534098543,168.03487,0.98678579,23.64277,21.4481,19.54393,18.96054,18.77226,0.3390232,3.753838,1.772758,0.6071167,0.3028812,GALAXY
457,1237663785279029360,18.018937,0.87007114,20.83564,19.12099,18.2438,17.81804,17.47544,0.1225862,1.614843,0.8983765,0.4072552,0.2925396,GALAXY
458,1237657612871204984,157.27668,54.970341,19.37034,18.42422,18.13174,18.04529,18.0069,0.0003023839,0.9264183,0.3012676,0.08981705,0.03177261,STAR
459,1237652942095319161,345.3019,13.240372,21.47309,19.05065,17.91814,17.52827,17.29247,-0.0001018698,2.457514,1.128729,0.3796673,0.2180271,STAR
460,1237678776868864683,3.16416989999999,4.3791169,24.82132,23.83061,21.82953,20.77186,19.68158,0.6784251,1.768948,2.207472,0.9840012,1.020094,GALAXY
461,1237651190816965017,122.55312,44.338943,21.78119,20.91863,20.57288,20.48468,20.16201,0.0001006736,0.9075508,0.3472195,0.06962204,0.3313885,STAR
462,1237669516904170808,358.21495,6.6898013,23.2305,24.84212,23.53712,22.21424,21.19729,1.002917,-2.85729,2.998934,1.27611,1.021057,GALAXY
463,1237667291569586580,119.35785,10.777596,24.76253,22.99428,21.65509,19.78678,18.85941,8.108185e-05,2.050489,1.038744,1.749842,0.7955971,STAR
464,1237648721762255007,167.71338,0.36902207,22.41582,20.11751,18.98105,18.49857,18.17848,0.1840491,2.352753,1.175911,0.5055618,0.3018837,GALAXY
465,1237663784205025456,17.446822,0.16956071,20.5508,18.56694,17.91022,17.50332,17.12564,0.04532623,1.933544,0.8171015,0.3884754,0.28685,GALAXY
466,1237657613408272492,157.70141,55.593998,19.80438,17.43016,16.30625,15.8121,15.6536,0.0001143816,2.469603,1.154701,0.4597054,0.254961,STAR
467,1237648722835996897,167.7774,1.1126081,20.82233,18.73232,17.74844,17.29405,16.87927,0.09459077,2.010176,0.9961662,0.422966,0.368782,GALAXY
468,1237674650460422508,168.27702,0.081989517,20.49409,19.0049,18.24839,17.86119,17.57533,0.07895421,1.460987,0.7206116,0.4288273,0.2940826,GALAXY
469,1237678598092817285,5.35861820000002,3.3017358,22.81911,24.02505,22.52662,21.31127,20.43994,0.807268,-0.3369389,2.106003,1.164297,0.8896866,GALAXY
470,1237648721762517079,168.32378,0.29664249,20.71635,19.19,18.4894,18.16609,17.84862,0.049089,1.446413,0.6715927,0.3400383,0.3118668,GALAXY
471,1237660958105206825,118.27767,22.065402,18.22528,17.37026,17.04927,16.91718,16.88699,-0.0005140183,0.8710938,0.3187962,0.130022,0.04035568,STAR
472,1237657590316073176,157.46644,51.561729,23.19397,21.64605,20.18366,18.98202,18.7779,0.0001103263,1.548355,1.467005,1.216307,0.2627792,STAR
473,1237658206115528765,161.63965,48.893595,19.20234,18.16171,17.73151,17.54868,17.50598,7.900196e-05,1.123697,0.4346275,0.1852512,0.02505684,STAR
474,1237666339726229704,17.48457,0.34362267,19.77163,18.04914,17.19413,16.84987,16.52871,0.04556839,1.820534,0.8522587,0.3856802,0.3012314,GALAXY
475,1237656495643755086,343.99472,14.062651,23.14161,20.84014,20.37005,20.1018,20.04546,-0.0006330728,2.506498,0.4890919,0.2481651,0.0379982,STAR
476,1237674651534164040,168.17576,0.9248914,21.78585,20.62891,19.57083,19.1729,18.9861,0.1100432,1.674576,0.6559258,0.3420429,0.3004303,GALAXY
477,1237652944242213024,343.77388,14.731696,20.87502,18.56926,17.46489,17.06026,17.3323,-0.0002213031,2.313702,1.102453,0.4158669,-0.2150402,STAR
478,1237669516903842360,357.44577,6.6045469,22.20636,21.49052,21.02958,21.06006,20.61957,1.019242,0.9970837,0.4655647,-0.0618,0.5045013,GALAXY
479,1237652943699247853,329.61111,12.646296,25.39624,21.80231,20.54535,19.44997,18.86344,8.109294e-05,3.646114,1.245369,1.123806,0.5882511,STAR
480,1237669516367102700,357.63031,6.3585393,25.04734,24.40749,22.1551,21.01388,20.28463,0.6988471,0.7537937,2.708254,1.169334,0.7231541,GALAXY
481,1237666340800233574,18.029526,1.0823467,20.72986,18.87509,17.79738,17.38795,17.01204,0.1220998,1.747166,1.019386,0.3884201,0.3367243,GALAXY
482,1237663784742420848,18.606634,0.49241482,23.56712,21.63255,20.02048,19.42585,18.81533,0.3546099,1.92581,1.735542,0.5935135,0.4003315,GALAXY
483,1237648722299322468,168.18664,0.71917033,21.43769,19.67964,18.78584,18.36292,17.95698,0.09586794,1.731783,0.8900623,0.4308701,0.296751,GALAXY
484,1237678778477052700,357.53164,5.6893747,23.00574,23.60685,22.56316,21.3582,20.23498,0.6227952,-0.5914898,1.087589,1.276379,1.12578,GALAXY
485,1237657774467842399,132.43572,37.75943,20.40903,19.38041,19.18123,19.08261,19.13205,-2.918161e-05,1.022167,0.2070332,0.08305168,-0.05119324,STAR
486,1237678660352410259,4.89253100000002,3.8222512,22.56574,23.89382,22.07355,21.01766,20.31682,0.6244494,-0.8441143,1.948196,1.015862,0.6826,GALAXY
487,1237660562967822562,118.96825,24.210736,19.88423,18.43042,17.91149,17.74534,17.67162,2.386307e-05,1.45837,0.5092583,0.1899471,0.06455612,STAR
488,1237666338653667494,20.199296,-0.50800588,20.60678,19.03598,18.32636,18.06404,17.65857,0.09556681,1.626986,0.8778629,0.3204155,0.2525482,GALAXY
489,1237674650997227667,168.02106,0.50110373,20.88857,19.85601,19.05262,18.68841,18.56376,0.1062544,1.226585,0.6894093,0.3889141,0.2219391,GALAXY
490,1237674651533967375,167.7409,0.87272159,22.81126,19.63831,18.27616,17.80929,17.55117,0.1850902,3.992331,1.277441,0.4819813,0.256012,GALAXY
491,1237646796525798214,118.57254,-0.32798995,19.25747,17.52649,16.9552,16.8134,16.75389,0.0001955292,1.73291,0.5710659,0.1449757,0.05644035,STAR
492,1237657071696871551,29.462237,0.75779561,19.03311,16.84838,16.02184,15.711,15.58486,0.0001008956,2.174995,0.8998804,0.2778444,0.1189833,STAR
493,1237663204921639042,17.074737,0.78423215,20.42082,18.70951,17.99475,17.68075,17.37003,0.08069138,1.652533,0.7561111,0.367487,0.2624817,GALAXY
494,1237678619567653824,5.40458109999997,3.0364897,23.35158,23.68026,22.03922,20.92931,20.14065,0.7653642,-0.3176422,1.731461,1.093426,0.6415348,GALAXY
495,1237674651534099077,168.11556,0.84080139,23.20504,22.56769,20.55733,19.75949,19.44345,0.4591887,0.3451824,1.952356,0.7969017,0.3862686,GALAXY
496,1237658191614771527,134.39351,36.663574,23.57544,20.94348,19.51142,18.54193,17.96582,0.0001012359,2.780067,1.454523,0.9692879,0.5729637,STAR
497,1237658802566136003,152.26312,50.779496,19.12162,18.01348,17.52864,17.30571,17.22222,-0.0009757197,1.106291,0.5062637,0.2155514,0.07889557,STAR
498,1237654897906353294,119.11247,-0.91356579,21.0442,18.81805,17.66109,17.27094,17.3465,0.0001152026,2.265379,1.125025,0.3885708,-0.06590843,STAR
499,1237678617430786164,29.543261,1.0459761,19.99729,18.58566,18.06369,17.81832,17.74023,-0.0005050692,1.422348,0.5372009,0.2294521,0.08976746,STAR
500,1237678598628835474,3.399496,3.719219,23.69395,21.21235,19.73159,19.23289,18.8611,0.3115591,2.096685,1.469728,0.5132256,0.3113403,GALAXY
501,1237657589242724758,159.21865,51.138171,25.61618,22.75547,21.19843,19.05093,17.90837,7.752426e-06,3.063448,1.539864,2.142693,1.153166,STAR
502,1237669679576842839,359.04361,6.6101096,24.75858,23.13684,22.44381,21.18742,20.18687,0.8257475,2.972523,0.9018497,1.235796,0.9230614,GALAXY
503,1237678617425608846,17.836478,1.1967286,21.64369,19.85662,18.82336,18.38832,17.92254,0.1198444,1.923086,1.008669,0.4687481,0.3900871,GALAXY
504,1237657589241675869,155.78541,50.154104,18.96383,17.91157,17.834,17.83309,17.90105,-1.16082e-05,1.065737,0.08257294,-0.001502991,-0.06955338,STAR
505,1237658800420683948,160.06682,51.111882,20.23951,19.89416,20.22801,20.51665,20.67255,-0.0001082416,0.3348064,-0.3466511,-0.285181,-0.1746674,STAR
506,1237678619567260240,4.43824890000002,3.1169598,23.36329,22.66073,22.13713,21.14581,20.24712,0.8608993,2.014393,0.6590919,1.034739,0.7870674,GALAXY
507,1237658191614181720,133.02778,35.839389,25.22166,22.21927,20.61789,18.64799,17.56739,0.0003078351,3.234167,1.611727,1.953484,1.07889,STAR
508,1237658801493311560,156.05874,50.896386,20.53433,18.84413,18.00376,17.03211,16.56483,-0.0001173756,1.701147,0.8280258,0.9486122,0.3541641,STAR
509,1237674650460094579,167.49393,0.18128136,20.58954,19.70199,19.30518,19.22172,19.11806,0.01895006,1.090069,0.4267435,0.1876793,0.1185064,GALAXY
510,1237674650997227743,168.14146,0.60794832,21.28883,19.27547,18.24179,17.8927,17.62438,0.0978976,2.095318,0.9770622,0.4053383,0.3188248,GALAXY
511,1237657612871532556,158.37373,55.281701,17.39111,16.51151,16.15446,16.03068,15.97129,0.0001028534,0.8993778,0.3325291,0.1059895,0.06243515,STAR
512,1237659131673182303,220.71399,48.571747,17.45848,16.15192,15.80815,15.67823,15.59653,-0.0002439805,1.342958,0.3318462,0.07641125,0.1341686,STAR
513,1237657773930905725,132.60416,37.181379,19.93555,19.59384,19.82101,20.09009,20.15871,-9.05341e-05,0.3590164,-0.2375488,-0.2615242,-0.06818962,STAR
514,1237658800957816978,160.8394,51.796129,19.18234,18.27666,17.96049,17.82799,17.77969,-4.205506e-05,0.9090672,0.318327,0.1385517,0.03756523,STAR
515,1237678778477314536,358.08868,5.6941503,23.24557,23.23713,22.16273,20.90798,20.10253,0.600989,-0.02630615,1.310026,1.181541,0.820385,GALAXY
516,1237651752919695737,141.46701,1.1562908,19.53822,18.57536,18.2266,18.1366,18.0538,0.0001718553,0.9890327,0.3445988,0.1060829,0.06629753,STAR
517,1237666340800692377,19.197856,1.1600284,21.51344,19.87073,19.05352,18.67337,18.31938,0.08530724,1.379824,0.6300659,0.3657265,0.173336,GALAXY
518,1237652943162246028,329.40761,12.261644,23.59582,20.82281,20.23413,20.00039,19.78379,1.476337e-05,2.871227,0.5948334,0.2454338,0.2118683,STAR
519,1237678619567063934,4.05537079999999,3.0029108,24.6511,21.90873,21.62455,21.66447,22.39499,0.529577,2.702719,0.3325138,-0.04335213,-0.7924595,GALAXY
520,1237667782806341102,118.32877,9.4417526,23.19892,21.32292,21.21081,21.17772,21.70859,0.0003051659,1.895157,0.07909584,0.03273582,-0.475668,STAR
521,1237656242233082031,330.10745,12.472024,17.5581,15.72666,15.15695,15.14566,14.94903,-0.0001440207,1.997336,0.5950985,0.01589394,0.08884716,STAR
522,1237656494570931188,346.28611,13.421668,23.18766,23.51491,21.01539,19.86764,19.29342,0.0001149746,-0.1655045,2.490978,1.108355,0.620409,STAR
523,1237663785278701755,17.336141,0.92971455,21.26168,20.32407,19.7551,19.33639,19.07999,0.1738553,1.082302,0.5078392,0.2686825,0.1201916,GALAXY
524,1237657590851567772,152.51291,50.666622,19.21193,18.3046,18.06376,18.01417,17.90403,-0.0007075494,1.007046,0.3781891,0.1839142,0.1267471,STAR
525,1237658203968635074,164.40376,47.635438,21.25793,18.47187,16.88212,16.1978,15.78528,-0.0003134944,2.823664,1.588718,0.6908817,0.4015627,STAR
526,1237678598629491422,4.90932229999999,3.670641,24.81951,24.44493,22.8449,21.19269,20.16269,0.7493546,0.2981548,2.176476,1.464128,0.9519176,GALAXY
527,1237663783668023464,17.193811,-0.28862497,21.17798,19.38408,18.55282,18.21721,17.82319,0.1096647,1.787788,0.9177475,0.3913898,0.3118191,GALAXY
528,1237674651533967645,167.80118,0.87137235,22.41406,21.5689,19.74151,19.15446,18.76082,0.356093,1.049383,1.74839,0.5819759,0.4661217,GALAXY
529,1237658803103269033,152.99175,51.412618,23.0992,19.73951,18.84001,18.53835,18.34918,-0.0001321302,3.459366,0.9124184,0.3138638,0.1896801,STAR
530,1237658800957751522,160.56898,51.630751,22.86897,22.31399,20.63908,18.56671,17.4337,-3.003797e-05,0.628912,1.707203,2.037523,1.135649,STAR
531,1237650797291569407,141.18393,0.94330444,21.25451,19.00884,18.09733,17.74932,17.55652,0.0001728423,2.250519,0.9170437,0.3548489,0.1869144,STAR
532,1237672766060561393,357.37874,5.4155103,23.35752,24.59861,22.84653,21.68474,20.45055,0.8427325,-2.399485,2.821278,1.419107,0.8950024,GALAXY
533,1237663784204763244,16.803751,0.15623691,21.59646,19.92839,19.31789,19.0868,18.61888,0.06120817,1.816849,0.5729828,0.3701134,0.2331429,GALAXY
534,1237657769639346377,161.99426,54.313509,23.06434,20.18936,19.06177,18.42633,18.1025,-9.969464e-05,2.877621,1.160688,0.6435966,0.3207531,STAR
535,1237669516366971487,357.33486,6.1918345,24.08254,23.68998,21.88632,20.72954,19.999,0.6254783,0.594202,1.846626,1.187244,0.7057819,GALAXY
536,1237663784212758674,35.114236,0.15420182,19.99462,17.61139,16.58045,16.20818,16.00828,0.0001369922,2.378876,1.03236,0.3743458,0.1832294,STAR
537,1237646795988992805,118.75824,-0.70418422,20.97655,18.72431,17.90352,17.67743,17.521,0.000324402,2.238045,0.8262482,0.24016,0.1551228,STAR
538,1237657772324487204,163.8075,56.796539,16.65991,15.52473,15.24404,15.18945,15.13989,-0.000617831,1.187782,0.2355108,0.07055473,0.03308296,STAR
539,1237678620104262558,4.70727929999998,3.3916415,22.53076,23.4348,22.29503,20.97139,20.27969,0.6250868,-1.083569,1.284441,1.292868,0.6420403,GALAXY
540,1237667429546722009,118.32755,11.172677,20.4446,19.39091,19.44682,19.09292,19.10653,0.0002357989,1.065269,0.04618454,0.2748909,-0.01826859,STAR
541,1237655108374036551,167.3802,58.807502,19.5852,17.65423,17.00306,16.77449,16.6479,-0.0001934944,1.860207,0.7367115,0.2208691,0.1474609,STAR
542,1237655107301736497,174.03545,58.771125,18.97189,18.57016,18.48393,18.49681,18.52117,6.331094e-05,0.4340725,0.08959389,-0.01052475,-0.02568054,STAR
543,1237666339726950565,19.196558,0.230995,21.60765,19.47265,18.45039,18.07416,17.64597,0.1472585,1.997307,1.095453,0.4421234,0.3767853,GALAXY
544,1237658191614247108,133.08848,36.054402,21.63792,19.29325,18.04329,17.52377,17.17119,-0.000127994,2.428747,1.280027,0.5791588,0.359129,STAR
545,1237651272421343322,122.69565,47.567639,24.30161,22.53764,21.05913,19.87571,19.30659,-3.422061e-05,1.82567,1.486275,1.19088,0.5782452,STAR
546,1237672838524437310,357.23713,4.4383584,25.32528,23.874,22.20399,20.81802,20.13899,0.6811108,1.591448,2.409231,1.325464,0.6702595,GALAXY
547,1237678660351820371,3.61235579999999,3.8540299,25.05479,23.7993,22.24906,21.04693,20.19556,0.5647171,3.496662,1.485113,1.137465,0.7412224,GALAXY
548,1237674648850465029,169.8121,-1.0845023,20.85501,19.19805,18.5182,18.33331,17.7503,0.1054692,1.782337,0.815239,0.3339424,0.2876797,GALAXY
549,1237648702984159286,223.78964,-1.1874729,16.94532,16.08422,15.78231,15.66722,15.6514,0.0001892541,0.8972759,0.2712812,0.1033726,0.01749039,STAR
550,1237646797062669426,118.63597,0.13904795,19.8502,17.86061,17.0951,16.85996,16.70481,0.0001692174,1.996788,0.7680244,0.2438164,0.1437473,STAR
551,1237663785279488128,19.077799,1.0330805,21.02237,20.13263,19.71902,19.21673,19.12759,0.09114235,0.9472313,0.3068199,0.3265877,0.03837776,GALAXY
552,1237657589243117649,160.7158,51.441224,17.85059,16.97663,16.595,16.46643,16.43211,-0.0008845744,0.9381657,0.3238564,0.1298008,0.01980782,STAR
553,1237658304892108848,170.4457,60.261079,24.37407,20.36768,19.18013,18.7595,18.51867,-3.337632e-05,4.036484,1.169582,0.4285011,0.2580948,STAR
554,1237678778477052589,357.56047,5.7083871,22.88149,23.75544,22.25292,20.95189,20.2621,0.6234162,-0.8426857,1.464333,1.301632,0.6835232,GALAXY
555,1237678620104000490,4.12501409999999,3.5122152,24.06561,23.75775,22.46758,21.02443,20.18221,0.6801478,1.059875,1.605665,1.46833,0.6522083,GALAXY
556,1237667783344062976,120.05891,10.477341,20.83937,19.8518,19.51023,19.40277,18.98789,0.0003652461,0.9667377,0.3232975,0.1189404,0.4177723,STAR
557,1237656243306693039,329.69713,13.316088,19.01788,17.75484,17.34955,17.25357,17.20366,-0.0001785493,1.277256,0.4085751,0.1141586,0.01918221,STAR
558,1237657591388635209,152.96962,51.35816,18.44111,17.24625,16.8984,16.76747,16.71913,-0.0001049344,1.175756,0.378397,0.1374741,0.03379822,STAR
559,1237674649387335811,169.71686,-0.72137179,22.41749,20.00557,18.73304,18.34232,17.8719,0.2174779,2.266081,1.397753,0.5025654,0.3203773,GALAXY
560,1237646796525797723,118.60587,-0.25290043,18.16445,16.91893,16.55084,16.42432,16.41333,0.0002457573,1.225386,0.3902702,0.1235275,0.0114193,STAR
561,1237657613408469123,158.34133,55.709858,23.96411,20.84168,19.50957,18.86275,18.556,-0.0001359373,3.310999,1.340895,0.6427765,0.3100433,STAR
562,1237657589242003536,156.86442,50.492395,17.47748,16.60337,16.40022,16.30405,16.30516,-5.145853e-05,0.9042244,0.1988697,0.0751152,0.009969711,STAR
563,1237657589779398808,158.30566,51.292496,21.53546,18.99485,17.64536,17.20692,16.77312,4.800699e-05,2.601707,1.337372,0.5680199,0.3509731,STAR
564,1237663783668088961,17.294259,-0.36112917,20.75728,18.84013,18.00866,17.57971,17.0989,0.1028021,1.831182,0.9529743,0.4226122,0.3531857,GALAXY
565,1237669516366840192,357.16641,6.1881419,21.38943,21.91073,21.64524,21.36116,21.01322,1.052454,-0.4964943,0.3151283,0.2784348,0.3137283,GALAXY
566,1237669680113124190,357.74749,6.8580884,24.19969,23.63587,22.80123,21.55917,20.47176,0.817327,2.116699,0.755703,1.297915,1.01862,GALAXY
567,1237678622765679708,3.31555650000001,4.8610962,24.19253,24.7033,23.61997,22.23265,20.69746,0.9738579,-1.160662,2.081661,1.441458,1.17787,GALAXY
568,1237657591389028540,154.35996,51.585361,20.15521,19.28552,19.00732,18.9363,18.94609,-0.0009943714,0.8942299,0.2695885,0.07885933,-0.02174377,STAR
569,1237648721762386064,168.01972,0.26794183,20.07227,18.29592,17.50059,17.15474,16.81924,0.03995889,1.753939,0.7849712,0.36059,0.3083515,GALAXY
570,1237658802567053572,155.26969,51.692323,25.01232,21.53718,20.40652,18.46313,17.5864,3.664489e-05,3.605526,1.050207,2.028841,0.8763733,STAR
571,1237666339726688378,18.48826,0.37142512,19.77414,18.45163,17.73101,17.37747,17.06551,0.04538947,1.579271,0.7244625,0.367487,0.2699232,GALAXY
572,1237667731805438805,123.10216,11.73225,23.76554,22.09979,20.96684,20.03914,19.54279,0.0002609508,1.934511,1.296432,0.9106121,0.5017986,STAR
573,1237663783131087090,17.041409,-0.64059212,22.15361,20.59895,20.24895,20.0504,19.67348,0.06750056,1.306955,0.5351334,0.3284416,0.1585693,GALAXY
574,1237646797599604857,118.69295,0.46163694,21.57828,18.91314,17.78285,17.41018,17.17706,5.459956e-05,2.656269,1.135344,0.3619251,0.2478752,STAR
575,1237657769639346278,162.09869,54.233825,18.09463,16.21411,15.50627,15.31899,15.16183,0.0001363701,1.885664,0.6834345,0.2420702,0.1180658,STAR
576,1237674650460225716,167.83219,0.13166491,20.79402,20.23575,19.70505,19.49727,19.26206,0.09538817,1.179853,0.5823803,0.3163834,0.205637,GALAXY
577,1237657071696871557,29.479417,0.76789524,17.46882,15.95619,15.51786,15.20965,15.14173,-8.022402e-05,1.459904,0.3472567,0.4492683,0.1100626,STAR
578,1237657589242069136,157.02615,50.646834,22.51234,20.11123,18.52123,17.47851,16.93025,-0.0001062342,2.589167,1.574175,1.046366,0.56633,STAR
579,1237669516904366940,358.58522,6.7264538,23.82292,23.6333,22.38301,21.09647,20.31378,0.7315547,0.6915665,1.586838,1.242355,0.8669815,GALAXY
580,1237674651534033112,167.93316,0.88571857,21.79634,20.54666,19.69137,19.40301,19.08727,0.09809771,1.102646,0.6146488,0.2862968,0.2829342,GALAXY
581,1237672765523624911,357.04305,5.3965585,25.28236,24.1554,22.27382,21.05444,20.23201,0.6407424,1.688267,2.067455,1.007483,0.8321171,GALAXY
582,1237650796754764048,141.32153,0.41613196,19.27551,18.16281,17.81183,17.61921,17.56774,0.0004019077,1.096298,0.3713856,0.1751442,0.06295586,STAR
583,1237663784742748264,19.321085,0.45274818,20.69604,19.25297,18.44113,18.16402,17.84045,0.05943901,1.433607,0.7238979,0.4143906,0.2593117,GALAXY
584,1237658611979124785,163.43592,47.241868,23.83025,21.40796,19.78986,18.22778,17.28176,-3.445441e-05,2.404816,1.644283,1.57267,0.9425297,STAR
585,1237656242769821952,329.81346,12.857622,18.61404,17.31405,16.79281,16.55898,16.47134,-0.000901711,1.309109,0.5235577,0.2105846,0.09739113,STAR
586,1237657613411287199,169.58167,57.818877,23.92093,20.49441,18.90017,17.42415,16.67372,-4.876738e-05,3.933701,1.586143,1.492931,0.7695274,STAR
587,1237655109448696073,171.16181,60.201975,23.11614,21.93921,19.96386,19.06833,18.56156,-0.0006250185,1.21262,1.977154,0.8966217,0.5046349,STAR
588,1237678663034142922,358.92582,5.833209,24.6557,22.02621,20.88294,20.47958,20.16558,0.2811528,3.672249,1.369331,0.3819065,0.2544994,GALAXY
589,1237656243306824298,329.9992,13.428964,22.17744,20.28056,19.42214,19.13555,18.93266,-4.268956e-06,1.910515,0.8451786,0.2897511,0.2014942,STAR
590,1237651495222050956,122.51811,47.198524,21.09018,18.88765,17.91684,17.57639,17.37129,-0.0001785021,2.171803,0.9718513,0.3458939,0.208168,STAR
591,1237678598629491506,4.92739899999998,3.59933,24.24552,22.1657,20.78868,20.32057,19.81731,0.2682772,2.102282,1.361916,0.5350361,0.3894405,GALAXY
592,1237657220413063211,164.18611,54.896914,18.12407,16.78795,16.16616,16.11321,16.01964,-0.0001240856,1.473843,0.5487928,0.1877012,0.02407646,STAR
593,1237658800956768401,157.21347,50.831662,21.64326,19.18481,17.81158,16.53618,15.86723,-8.098604e-05,2.508293,1.394514,1.25901,0.6686506,STAR
