,objid,ra,dec,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class
0,1237663783131218107,17.248432,-0.79711862,21.42727,19.90164,19.43197,19.11375,18.58033,0.07012043,1.750055,0.6897316,0.3718834,0.2762756,GALAXY
1,1237678619567456496,4.893126,3.08062,22.26391,20.24837,18.86897,18.37562,17.88331,0.2618902,1.931644,1.464487,0.5241013,0.3530769,GALAXY
2,1237656496174465529,329.60347,12.778041,20.29658,19.84159,18.9717,18.81909,18.79221,-0.001165055,0.4468403,0.8687859,0.1584454,0.01785469,STAR
3,1237648702984290760,224.05288,-1.1645591,20.30576,20.0668,20.15494,20.2831,20.48745,0.0003287904,0.2986736,-0.1149654,-0.123354,-0.2452335,STAR
4,1237678619567456585,4.89883600000002,3.127932,23.19452,21.11645,19.70312,19.14991,18.73902,0.2660514,2.20365,1.469276,0.5578156,0.3209858,GALAXY
5,1237663204922163341,18.299379,0.69654528,20.00638,18.47954,17.71013,17.38491,17.01686,0.08451727,1.508228,0.772068,0.3943024,0.310626,GALAXY
6,1237669516904301555,358.39065,6.7047123,24.23916,24.35728,22.6786,21.51884,20.64809,0.938404,1.045904,1.920147,1.056759,0.7880001,GALAXY
7,1237672765523886415,357.24599,4.8023578,21.66119,21.81408,21.41562,21.66727,22.3047,0.2514969,-0.02099419,0.3969326,-0.2514076,-0.68466,GALAXY
8,1237663784741699688,16.957288,0.61164219,20.90216,19.57098,19.28627,19.14196,18.81875,0.05389864,1.225943,0.3803501,0.2377396,0.07754898,GALAXY
9,1237651271884472661,123.12639,47.26646,21.60849,20.47113,20.24112,20.04888,19.86018,9.801324e-05,1.157391,0.2436867,0.191164,0.1708145,STAR
10,1237658205579247760,163.83917,48.702452,21.63614,19.02998,18.00433,17.69078,17.50257,-4.593592e-06,2.578062,1.065893,0.3923721,0.2145805,STAR
11,1237657772324356102,163.09886,56.812727,22.27229,20.91229,19.90677,18.34729,17.95081,0.0001555671,1.356804,0.9990921,1.587532,0.3569279,STAR
12,1237657221485625515,159.33233,54.963416,20.10453,19.07361,18.75878,18.58606,18.54029,0.0003305959,1.040848,0.3156948,0.1696987,0.03641129,STAR
13,1237646795989058131,118.94944,-0.80442653,18.97442,17.06542,16.41209,16.1871,16.08226,3.937131e-05,1.897266,0.6698093,0.216341,0.1013165,STAR
14,1237657591389290694,155.13005,51.854308,21.92871,19.566,18.2745,17.66294,17.73514,-1.641622e-05,2.405434,1.283043,0.6109905,-0.01796532,STAR
15,1237678600218608080,329.74277,13.474021,20.39476,17.9903,16.9374,16.55174,16.32656,3.893155e-05,2.402594,1.057924,0.3794956,0.2453442,STAR
16,1237678617433145373,35.055716,1.0783091,17.396,15.93086,15.41207,15.20858,15.15159,0.0001374999,1.467784,0.5177488,0.1819582,0.06295109,STAR
17,1237666340800364612,18.306087,1.1087635,21.18649,19.44272,18.30087,17.82642,17.43983,0.1333653,1.913206,1.092592,0.4308128,0.3761711,GALAXY
18,1237678660352475468,5.00819300000001,3.887135,23.94651,21.71872,20.37546,19.88484,19.49635,0.2693253,1.942163,1.464359,0.5145016,0.3284683,GALAXY
19,1237655692477858234,223.83732,-1.8134241,20.55158,20.23265,20.2957,20.35158,20.52199,0.004033096,0.3623276,-0.06297684,-0.0664196,-0.1979656,STAR
20,1237654382512570506,131.84127,49.042223,18.48302,17.5822,17.27764,17.13511,17.13743,6.046373e-05,0.929285,0.2961216,0.1278839,0.01987457,STAR
21,1237669679576580968,358.42204,6.6112371,22.74536,25.35802,22.80735,21.43314,20.58302,0.8170848,-3.067513,3.648216,1.210886,0.9096622,GALAXY
22,1237666338652422260,17.256238,-0.62213742,21.00485,19.36547,18.34646,17.97054,17.54985,0.1244752,1.782232,1.028042,0.4126377,0.3475361,GALAXY
23,1237667430083265627,117.45264,11.107086,22.9698,20.87794,20.26966,19.7444,19.55811,0.0002213571,1.944366,0.7768421,0.4087296,0.1964111,STAR
24,1237657590851371089,151.84899,50.4369,21.03943,18.55198,17.28543,16.15111,15.50059,-6.336266e-05,2.522287,1.348246,1.137875,0.6384211,STAR
25,1237666339189424288,17.674392,-0.10777921,20.64569,18.72228,17.89454,17.46933,17.16294,0.09352044,1.978073,0.9538002,0.4103432,0.3197689,GALAXY
26,1237667782806405429,118.51458,9.5847843,21.82276,20.52354,20.37868,20.05229,19.75723,0.0002678957,1.407793,0.1233349,0.3987579,0.25453,STAR
27,1237672766060495651,357.38768,5.6417452,25.36904,23.32392,21.76575,20.54988,19.80082,0.6283896,2.004639,1.670479,1.236275,0.6552105,GALAXY
28,1237657611797528694,157.93422,54.376271,23.48568,20.34759,19.34267,18.91989,18.74726,1.908104e-05,3.28837,1.016909,0.4233932,0.1715374,STAR
29,1237678663034143120,358.85977,5.826507,23.04122,21.81408,20.75317,20.2779,19.82576,0.3238264,2.060492,1.149033,0.4553089,0.4436874,GALAXY
30,1237667430083789802,118.66578,11.613568,21.50713,20.34639,19.9674,19.81918,18.77774,0.0002539887,1.181591,0.3661518,0.1675835,0.9002476,STAR
31,1237654654177903252,132.18301,47.769861,22.76355,21.83724,20.4327,19.20397,18.5768,1.755474e-05,0.8815155,1.43449,1.216362,0.6144028,STAR
32,1237666340800102485,17.74473,1.1574585,21.96334,19.98006,18.84212,18.27171,17.87225,0.1203735,1.853876,1.104671,0.4596634,0.3620605,GALAXY
33,1237650797291634809,141.36476,0.91384545,19.12323,17.94707,17.60798,17.45529,17.46605,0.0002553576,1.162279,0.3549919,0.1366272,-0.006252289,STAR
34,1237666338652553312,17.559434,-0.45384342,20.93758,19.04822,18.23079,17.8395,17.4735,0.1105998,1.923763,0.9599228,0.411128,0.3197746,GALAXY
35,1237651271884406988,122.87354,47.310164,20.20417,19.27061,18.95678,18.90758,18.82479,-2.957292e-05,0.937397,0.3065548,0.05217743,0.08521271,STAR
36,1237663784204894352,17.197068,0.19867959,19.97968,18.75787,18.35184,18.01326,17.68628,0.05080719,1.387871,0.5636349,0.3404531,0.2390518,GALAXY
37,1237666338652422359,17.390986,-0.48722754,20.09266,18.96305,18.34054,18.06282,17.72684,0.0873661,1.317743,0.7402191,0.3572159,0.268074,GALAXY
38,1237672839060980449,357.23519,5.3154382,23.32712,24.3623,22.11528,21.08133,20.17143,0.7838,-1.632809,2.891821,0.9840698,0.8034115,GALAXY
39,1237657769639543037,162.72333,54.458302,22.56734,20.68903,19.05009,18.3574,17.93037,-0.0001771914,1.970247,1.654625,0.6967468,0.4412689,STAR
40,1237663782595854580,20.674257,-1.094729,21.98269,20.51796,19.93765,19.39172,18.709,0.06284708,1.72101,0.7946205,0.4566879,0.3630619,GALAXY
41,1237678778477248942,358.03729,5.735215,22.20743,22.24312,20.82708,20.23764,19.62367,0.3041237,-0.01676941,1.504644,0.5998955,0.6171799,GALAXY
42,1237666339189555472,17.991543,-0.05971994,20.37234,19.31552,18.88861,18.73677,18.45553,0.04365352,1.208935,0.522068,0.3145485,0.2129421,GALAXY
43,1237678619566669974,3.04916250000002,3.1127798,22.12809,20.06919,18.9507,18.56877,18.18811,0.1540363,2.099136,1.13656,0.445713,0.3219414,GALAXY
44,1237666338115485919,17.198297,-0.92369767,21.85874,20.60981,20.25908,19.98504,19.66763,0.0793448,1.476217,0.4459629,0.2661972,0.1268082,GALAXY
45,1237663785279160477,18.341965,1.0287468,22.42785,20.29629,19.25059,18.69076,18.09471,0.156722,1.831308,1.02869,0.5093098,0.3969574,GALAXY
46,1237678598092751488,5.25231500000001,3.281495,22.86018,22.03311,20.80681,20.35213,19.85766,0.3570338,0.8863449,1.348522,0.4935856,0.308939,GALAXY
47,1237655108374495282,169.219,59.232832,21.85354,19.51298,18.10667,16.87565,16.30597,-9.266269e-05,2.500299,1.572088,1.166315,0.6460743,STAR
48,1237648722299257042,168.12493,0.64127384,22.00198,20.0506,18.78153,18.32988,17.94116,0.193673,2.060488,1.296402,0.4873161,0.3023834,GALAXY
49,1237652944242540827,344.60007,14.823337,24.2951,20.48606,19.42476,18.41936,18.21935,-5.302077e-05,3.83363,1.02606,0.9891834,0.2139397,STAR
50,1237660343924556039,118.71088,23.855089,19.1829,17.72793,17.22955,17.0905,17.05107,0.0001508943,1.438387,0.4981613,0.1268139,0.05260849,STAR
51,1237674651533901955,167.65884,0.89113194,19.98471,19.22679,18.65307,18.54864,18.45596,0.02513688,1.03125,0.3486738,0.1616011,0.1326885,GALAXY
52,1237674650997030951,167.705,0.49965042,22.53746,20.42231,18.99942,18.58906,18.3298,0.2009285,2.124073,1.330156,0.4789886,0.2064934,GALAXY
53,1237663782595461312,19.817711,-1.2251112,21.30611,19.58589,18.59204,18.18013,17.75987,0.1852014,1.877466,1.03977,0.4185429,0.3196163,GALAXY
54,1237678598629490942,4.90352059999998,3.6203806,23.50081,21.46654,19.99633,19.41217,19.17913,0.2696328,1.594143,1.519762,0.562027,0.1400146,GALAXY
55,1237666338653667522,20.227047,-0.52591294,20.36022,18.31687,17.64856,17.39769,16.71688,0.09286907,2.2404,1.009609,0.4023933,0.3288107,GALAXY
56,1237678619566736382,3.29550419999998,3.0811267,25.02855,23.96745,22.94295,22.05223,20.74619,0.9233284,1.727905,1.168625,0.9968853,1.076368,GALAXY
57,1237657221485625378,159.22699,54.741599,18.81007,17.84398,17.45555,17.36738,17.38286,-0.0002127402,0.9937897,0.33568,0.1095276,-0.01102829,STAR
58,1237667537456267826,118.10427,10.008895,19.79527,18.89961,18.59591,18.48072,18.44197,9.583584e-05,0.9115276,0.292038,0.1098804,0.02943802,STAR
59,1237678600218804628,330.13444,13.61356,18.5902,17.3909,16.99705,16.84988,16.79949,-0.0002761658,1.204268,0.3894234,0.135191,0.04529762,STAR
60,1237667430083854964,118.64131,11.766254,23.22904,22.50554,21.21635,20.0082,19.20502,0.0001203037,1.363909,1.255266,0.9843063,0.8222694,STAR
61,1237648722835996716,167.7736,1.0809746,20.93458,19.05113,18.17053,17.78633,17.42735,0.0949576,1.961765,0.9239063,0.3884773,0.2938576,GALAXY
62,1237678622228808585,3.38358820000002,4.4261239,23.45312,25.19496,22.62395,21.47795,20.62356,0.6842485,-2.415699,4.31813,1.041357,0.7397766,GALAXY
63,1237669516367037202,357.52302,6.3116674,24.26818,24.19346,22.3956,21.20569,20.39031,0.6869197,0.5942974,2.362492,1.286251,0.6416683,GALAXY
64,1237666339726164053,17.271912,0.30154419,20.71514,19.79135,19.23596,18.95846,18.81879,0.1465496,1.090681,0.6030884,0.3462467,0.1481228,GALAXY
65,1237674651534098588,168.08812,1.045777,21.70907,20.33059,19.24407,18.79482,18.59988,0.07376006,1.631897,0.8976078,0.41535,0.3511486,GALAXY
66,1237657591389160074,154.74651,51.75687,23.29745,22.88674,21.11787,20.08443,19.72366,3.823328e-05,0.456192,1.820433,1.005716,0.3987331,STAR
67,1237650796217958489,141.50574,0.11137222,17.91529,16.58546,16.1516,15.97385,15.90987,0.0001364733,1.323992,0.4448357,0.1706133,0.04425526,STAR
68,1237669516367429764,358.41546,6.3818137,21.81435,21.8634,22.23854,22.20602,22.4044,0.07501992,0.05812263,-0.3054047,0.08030128,-0.4587383,GALAXY
69,1237648721203888499,118.69071,-0.12617452,20.6945,18.43197,17.68352,17.46804,17.5097,-9.975756e-06,2.269697,0.7838211,0.2621422,-0.1023731,STAR
70,1237678617970212870,35.368888,1.3389638,18.26244,16.65432,16.07727,15.8889,15.8217,-4.415564e-05,1.625935,0.5805073,0.1717701,0.06588078,STAR
71,1237666338652553385,17.664702,-0.43371645,20.75198,18.71837,17.86736,17.4616,17.05747,0.1025284,1.991907,0.9647999,0.423336,0.3430576,GALAXY
72,1237657612334661753,158.8064,54.932543,18.09438,17.20554,16.93821,16.86407,16.90885,-0.0005725055,0.9019585,0.2562962,0.07406425,-0.03102493,STAR
73,1237678779013922914,357.52757,6.17162,21.14204,19.37212,18.76598,18.34005,18.02045,0.0535061,1.672768,0.8216019,0.3785591,0.2750015,GALAXY
74,1237646797062800301,118.89067,0.13453411,20.86562,18.43087,17.39485,17.02513,16.82073,0.0002269547,2.447098,1.045231,0.3824921,0.1925964,STAR
75,1237658205579051601,163.19022,48.646188,23.02328,21.6966,20.58714,20.09776,20.16744,5.150178e-05,1.307207,1.087618,0.4975529,-0.1055355,STAR
76,1237651752382758932,141.22973,0.74031307,18.55194,17.02129,16.45242,16.28371,16.22517,0.0002550919,1.555244,0.5519867,0.1584682,0.07139397,STAR
77,1237667731805504327,123.17259,11.909828,25.77991,21.74206,20.26686,19.53028,19.22727,0.0002718049,5.12422,1.574966,0.7465973,0.3599091,STAR
78,1237663784204894288,17.096851,0.089761205,19.70288,17.78902,17.02475,16.59008,16.116,0.04688035,1.85889,0.8653431,0.436203,0.3321419,GALAXY
79,1237654380901826708,132.76479,48.024379,18.39473,17.48019,17.17503,17.08324,17.06112,0.0002259054,0.9298115,0.2901287,0.09660912,0.01568222,STAR
80,1237667782269403277,118.29576,9.070587,24.45157,21.61665,21.03447,20.91507,20.82638,0.0002355486,2.940207,0.5919285,0.1120586,0.050457,STAR
81,1237658302744363063,169.97796,58.491437,17.87177,16.94916,16.72516,16.63397,16.6973,-0.0007501144,0.9197941,0.2170734,0.06597328,-0.04485512,STAR
82,1237667537456595205,118.88581,10.297003,21.22996,20.10026,19.90173,19.97978,19.97448,0.0002278201,1.151258,0.201786,-0.08503342,0.007831573,STAR
83,1237651495222248197,122.88664,47.649542,23.3372,23.65455,21.79926,20.68706,19.92814,0.0001615188,0.3493214,1.795799,1.068968,0.8627796,STAR
84,1237663784742093215,17.83227,0.50828009,24.53063,22.15149,20.40992,19.72388,19.31263,0.4072821,2.73155,1.806223,0.6841145,0.3552265,GALAXY
85,1237678620104523996,5.36498829999999,3.4294076,22.02836,21.95359,21.87425,22.01565,21.93703,1.382093,0.2209282,0.1288376,-0.2713184,0.1848717,GALAXY
86,1237660765369008622,118.46887,22.448108,19.72259,17.24549,16.20155,15.85419,15.65043,-2.896289e-05,2.475201,1.050329,0.3468924,0.199852,STAR
87,1237658611441926146,162.39124,46.609758,17.08419,16.26806,15.93443,15.8487,15.83201,-0.0006052968,0.8372021,0.3050003,0.0780201,0.01331615,STAR
88,1237658192687792194,132.10924,36.335439,17.3299,16.17658,16.1179,16.12788,16.1168,-0.0003259107,1.182192,0.03437424,0.009622574,-0.01849365,STAR
89,1237666339726622857,18.402478,0.40694231,20.46824,19.03119,18.35614,18.061,17.82276,0.04581222,1.591715,0.7111206,0.3226376,0.2542305,GALAXY
90,1237666338653733087,20.26055,-0.61994487,20.18676,18.769,18.42217,18.10314,17.57881,0.09277897,1.390932,0.7120571,0.3702898,0.2987528,GALAXY
91,1237674651533967586,167.84254,1.0172665,21.05817,19.31773,18.38074,18.03379,17.83726,0.09650952,1.77355,0.8147049,0.3497124,0.2386799,GALAXY
92,1237654381438369900,131.58258,47.760405,21.30913,19.14615,18.41143,18.14552,18.06798,-0.0002013201,2.205797,0.7296219,0.2751694,0.06989479,STAR
93,1237648720667083842,118.90405,-0.52024974,20.52672,18.60512,17.9088,17.67366,17.55174,0.000160773,1.915176,0.7197819,0.2446041,0.115654,STAR
94,1237655693014728790,223.85558,-1.3823549,18.5064,17.53916,17.27799,17.17612,17.09855,0.0003334411,0.9921818,0.280592,0.09667587,0.06430435,STAR
95,1237657589780054206,160.46463,51.930839,25.45024,21.58595,20.01099,18.00603,16.84739,-0.000135555,4.047152,1.583075,2.009308,1.142778,STAR
96,1237669516904498088,358.92157,6.7807286,25.3122,23.59386,21.9802,20.71825,20.10017,0.632115,2.435125,1.842136,1.209705,0.6345634,GALAXY
97,1237663783132528740,20.330923,-0.78061968,20.73316,19.12295,18.98406,18.74164,18.23347,0.05387363,1.566671,0.4911242,0.2832222,0.2868643,GALAXY
98,1237666338653667580,20.243365,-0.49534204,20.9807,19.14455,18.49125,18.25997,17.65194,0.09201692,1.823465,0.9312286,0.3701668,0.3249149,GALAXY
99,1237678619566932929,3.64498900000001,3.0871668,25.43939,24.61546,22.43634,21.25105,20.49538,0.6845365,1.949324,2.175713,1.057604,0.7685509,GALAXY
100,1237678617433145448,35.01691,0.97655607,19.49092,17.32385,16.42587,16.09393,15.94462,4.718015e-05,2.197847,0.9001694,0.3201008,0.156414,STAR
101,1237663783668023445,17.172847,-0.41251341,20.65387,19.79288,19.56513,19.28176,18.84024,0.06231048,1.04571,0.4456177,0.3099365,0.2002468,GALAXY
102,1237678617426067683,18.885924,1.1737172,21.2615,19.6069,18.4819,18.01397,17.66962,0.1749186,1.797506,1.183981,0.4522018,0.3172417,GALAXY
103,1237678598628835899,3.44314900000001,3.642443,22.91675,21.33007,20.15699,19.68217,19.26427,0.1977626,1.660595,1.18502,0.4870319,0.3052788,GALAXY
104,1237657219876126941,164.12758,54.569907,20.0202,18.99083,18.89323,18.90405,18.98265,-0.0009857406,1.042582,0.08329773,-0.0005912781,-0.07491875,STAR
105,1237669680113648324,358.81905,6.8971204,24.39581,23.87627,22.52831,21.3743,20.295,0.7719748,2.206945,1.719145,1.009638,0.9941463,GALAXY
106,1237657771787485209,163.41319,56.446167,16.82421,15.89896,15.56374,15.44268,15.48557,-0.0003621012,0.9275646,0.2890778,0.1014929,0.001302719,STAR
107,1237657611262886057,166.70119,55.639725,22.282,19.80792,18.22501,17.09564,17.05826,-4.105892e-06,2.514565,1.567371,1.127037,0.1070194,STAR
108,1237663783668220085,17.659383,-0.27804543,20.34481,18.87125,18.12548,17.76675,17.25262,0.01802551,1.640665,0.7962914,0.3784752,0.2731142,GALAXY
109,1237661416602402860,214.3025,53.013259,18.83892,17.93576,17.67139,17.55976,17.54327,-0.0004717823,0.917387,0.2552299,0.1005745,0.02158165,STAR
110,1237669679576908055,359.12875,6.4260512,21.98543,21.57877,22.53996,22.12066,21.87865,0.06678691,0.4942646,-0.850481,0.4187012,0.03233528,GALAXY
111,1237678620103410319,2.86416209999999,3.4986107,22.04243,21.17171,20.81919,20.77206,20.65354,1.037745,0.9897785,0.339838,0.05028343,0.06905174,GALAXY
112,1237663784741699730,17.057513,0.61146852,20.91959,18.87383,17.95647,17.54666,17.05303,0.1084496,1.953419,0.9791489,0.4415979,0.3577147,GALAXY
113,1237658803103858911,154.72424,52.105695,23.66578,22.08591,20.22195,19.1722,18.44687,-1.887537e-06,1.969284,1.872931,1.092186,0.6898289,STAR
114,1237667783343932994,119.79677,10.46461,23.54948,22.76758,21.25258,20.37938,19.81754,0.0002066174,0.3176575,1.494724,0.8498535,0.4888821,STAR
115,1237652943169651341,346.70288,14.072465,24.3956,22.56797,21.41609,20.03656,19.79486,-4.846149e-05,1.960369,1.225874,1.329067,0.2733173,STAR
116,1237659119324692513,220.38681,48.87135,18.11729,16.76231,16.23153,16.08924,15.98966,-0.0001235007,1.342226,0.5431423,0.1126289,0.1519327,STAR
117,1237674649387466936,170.08849,-0.8294431,20.25057,18.47211,17.81823,17.40761,16.98787,0.06698906,1.935677,0.7886429,0.382618,0.3185329,GALAXY
118,1237666339726098534,17.18971,0.36111306,21.48174,19.83558,18.7913,18.35647,18.04539,0.1255862,1.74439,0.9742565,0.4117508,0.3300705,GALAXY
119,1237658612516323418,164.39514,47.715428,18.58534,17.4775,17.33698,17.01103,17.00178,-6.725483e-05,1.056723,0.3967609,0.1080914,0.07825089,STAR
120,1237667537458495673,123.002,11.923079,24.44179,23.24225,20.46039,19.37098,18.82133,0.0001699674,1.135359,2.903528,1.091364,0.5496616,STAR
121,1237648722835997049,167.84209,1.2415215,21.94173,20.3653,19.56124,19.13334,18.71106,0.1281546,1.297991,0.7140064,0.3727589,0.2787113,GALAXY
122,1237663784749629456,35.09317,0.57627813,21.36895,18.56063,17.36746,16.31913,15.88668,0.0001110553,2.809244,1.413158,0.8259182,0.4416485,STAR
123,1237648722835996984,167.85458,1.0648831,20.96715,19.445,18.71984,18.24315,17.94558,0.0979054,1.435989,0.7220669,0.4469643,0.2445126,GALAXY
124,1237663784741765231,17.12203,0.56950466,20.80621,19.12888,18.33975,17.90965,17.46417,0.07419368,1.557142,0.7612801,0.3849516,0.3041039,GALAXY
125,1237660765368811799,118.18127,22.136518,17.7975,16.60439,16.77644,16.91326,17.06537,3.250736e-05,1.216497,-0.1709347,-0.1529465,-0.1453648,STAR
126,1237678660352607043,5.42633760000001,3.7713587,25.59556,23.15411,22.03181,21.01804,20.16724,0.6708661,2.930151,1.068058,1.060234,0.7287426,GALAXY
127,1237678779014053984,357.85016,6.1066098,21.46864,20.64349,21.25407,21.23592,21.45786,0.05648787,0.8349762,-0.4152203,-0.03176308,-0.3893509,GALAXY
128,1237657589242593426,158.83139,51.029333,20.36358,19.13465,19.26127,19.40519,19.58371,-0.0008249437,1.277885,-0.1548138,-0.147871,-0.1915703,STAR
129,1237657591389094010,154.42656,51.608144,20.99961,19.5894,18.52177,17.47277,16.72669,9.565117e-05,1.521099,1.102692,0.7755432,0.6276741,STAR
130,1237667292105736558,117.66361,10.49375,23.96649,21.20173,20.64696,20.51579,20.44603,0.0001155339,2.895014,0.5463009,0.1074371,0.09214211,STAR
131,1237658803103465641,153.37677,51.715926,23.31013,20.17375,18.80653,17.35241,16.64553,-0.000100921,3.289768,1.407228,1.402439,0.7026234,STAR
132,1237678617433211070,35.1714,0.91853179,20.1055,17.81989,16.80552,16.37697,16.20461,6.327142e-05,2.299196,1.045332,0.4056187,0.1928425,STAR
133,1237663784204959878,17.24579,0.091455123,19.50187,17.70214,17.0445,16.67956,16.28935,0.04518136,1.711405,0.7702303,0.3679209,0.2709141,GALAXY
134,1237678663034077694,358.81614,5.888573,22.79453,21.97415,20.50661,20.00766,19.57417,0.2827658,0.7610054,1.504293,0.5053616,0.4755001,GALAXY
135,1237666338115616960,17.49424,-0.96862208,23.65992,20.8581,19.54626,19.00776,18.50881,0.2750816,2.911638,1.510986,0.5505238,0.3285675,GALAXY
136,1237660765368942834,118.32254,22.388279,18.3563,17.28487,19.41275,17.11752,16.90089,2.057027e-05,0.8706951,-0.9423542,1.296398,0.4615555,STAR
137,1237666339726360735,17.756606,0.35810239,23.17661,21.70847,19.96724,19.33342,19.00605,0.3942654,1.666124,1.765085,0.6495018,0.3893127,GALAXY
138,1237653612644991146,132.39748,48.673705,21.65312,19.86332,19.0634,18.77314,18.7715,-0.0002949149,1.883379,0.7932701,0.3069897,-0.006767273,STAR
139,1237654381975634969,132.16219,48.673733,24.24641,25.67781,23.00513,21.03932,18.99072,-0.0002188254,-1.116098,2.606714,1.965351,2.048901,STAR
140,1237666340800495744,18.682035,1.144063,21.26717,19.41553,18.4197,17.91821,17.62219,0.1216917,1.883806,0.9613667,0.4080544,0.3361359,GALAXY
141,1237678598629491078,4.92586390000002,3.6550418,21.61909,21.40881,21.00238,21.16989,20.88539,0.2599418,0.2580032,0.3970432,-0.158102,0.2446957,GALAXY
142,1237658302207885361,171.7645,58.323213,24.79898,22.35855,20.99196,18.88923,17.75384,8.634262e-05,2.516541,1.383848,2.068924,1.139925,STAR
143,1237678663034143204,358.89351,5.890988,25.57501,22.4758,20.80929,20.26802,19.63319,0.4661163,4.423903,1.768137,0.4826813,0.4946404,GALAXY
144,1237657610725621795,165.32173,54.857687,17.60677,16.7715,16.47007,16.35233,16.35854,-6.631511e-05,0.8866673,0.2615566,0.1128922,0.007307053,STAR
145,1237678598092816780,5.31079799999998,3.271124,23.41366,22.42369,21.19867,20.65706,20.22356,0.3736271,0.7919903,1.273249,0.4673462,0.376606,GALAXY
146,1237678617970147531,35.299021,1.3624953,19.66023,18.10832,17.53049,17.35238,17.26218,0.0002140119,1.570387,0.5697346,0.1815281,0.08118057,STAR
147,1237666339726098575,17.234461,0.39531871,21.26629,19.40822,18.38887,17.97216,17.66575,0.1232314,2.070494,1.035028,0.3899612,0.3258743,GALAXY
148,1237678660888625833,3.43866480000003,4.1861663,25.9341,25.01319,22.29972,21.202,20.28881,0.7474862,0.8450356,3.444859,1.011675,0.9118938,GALAXY
149,1237657222559563830,159.38585,55.881165,17.54264,16.40014,16.21762,16.25537,16.26817,-0.0001469633,1.187599,0.1030922,0.01286507,-0.0144043,STAR
150,1237667291568866101,117.7851,10.229464,21.37942,18.71445,17.43329,16.97482,16.75891,0.0002569428,2.770704,1.290804,0.534029,0.2715054,STAR
151,1237657591389814983,156.93374,52.356453,23.1158,21.14935,19.39816,18.78436,18.29865,0.0001785571,1.955193,1.678072,0.6913738,0.4856968,STAR
152,1237674651533967469,167.73675,1.0126584,21.39957,19.61335,18.38962,17.83989,17.48528,0.09716475,1.786877,0.9791527,0.5154486,0.3840685,GALAXY
153,1237650797291569444,141.25046,0.95979483,20.19013,18.55661,17.94339,17.72133,17.62289,0.0001076499,1.610737,0.6112404,0.2245064,0.1107311,STAR
154,1237667783880803188,119.62287,10.821109,21.43028,20.66476,20.34587,20.15049,19.6842,0.0005649214,0.8153267,0.3204536,0.1697865,0.4791393,STAR
155,1237651752919695668,141.39653,1.0090639,20.046,18.25105,17.56724,17.34175,17.2278,0.0002115415,1.794384,0.6799431,0.2145557,0.1225929,STAR
156,1237667731805635295,123.4754,12.039043,20.49576,20.13899,20.05967,20.09687,19.937,0.0005905401,0.385294,0.08185577,-0.03940392,0.131424,STAR
157,1237663783131283603,17.408864,-0.82954501,21.1743,19.71288,18.9575,18.49897,18.10959,0.08796225,1.403423,0.7256699,0.3786926,0.2887974,GALAXY
158,1237678777405801055,3.2400834,4.8469134,24.64238,25.14858,21.99092,20.77972,19.89022,0.7268442,0.5677624,3.249922,1.185604,0.858057,GALAXY
159,1237651752919695653,141.37563,1.0459258,21.1024,18.68667,17.68649,17.31784,17.10196,0.0001017181,2.408655,1.025528,0.3573647,0.2221432,STAR
160,1237663784204894361,17.209803,0.20812894,21.38364,19.44794,18.51903,17.98261,17.49301,0.05072314,1.934658,0.9502258,0.48349,0.3549061,GALAXY
161,1237658611978862757,162.60006,47.104906,22.30653,19.55392,18.1118,17.35421,16.96645,6.8528e-05,2.881575,1.457468,0.753582,0.4145508,STAR
162,1237667292642672917,117.5107,11.02706,20.46497,19.94667,19.83869,19.83032,19.8,0.0002868788,0.4985695,0.08573914,0.04263878,0.02116013,STAR
163,1237660562967756857,118.74194,24.075192,18.02245,16.51216,15.98179,15.81916,15.73015,3.55335e-05,1.504929,0.5369282,0.1706629,0.0610323,STAR
164,1237650796217827443,141.19239,0.056676095,18.95432,17.0669,16.38741,16.13584,16.02295,0.0001169411,1.886757,0.6908417,0.2378292,0.118042,STAR
165,1237663785278832743,17.62938,1.0334905,19.27063,18.93541,18.80037,18.4532,18.36491,0.06965985,0.5001087,0.1614437,0.2956963,0.02095032,GALAXY
166,1237657071162490886,35.056959,0.39895525,19.86628,17.89981,17.10349,16.85869,16.7015,-2.625656e-05,2.00292,0.7893009,0.2654572,0.119154,STAR
167,1237666339726819751,18.873693,0.33102637,21.08364,19.96146,19.57965,19.32094,19.17072,0.04286351,1.247103,0.5768833,0.3076057,0.193449,GALAXY
168,1237657222022299842,158.27918,55.040072,23.56966,21.11632,19.63367,18.39089,18.36303,2.307162e-05,2.61038,1.473724,1.239374,0.09995079,STAR
169,1237652943162639078,330.26339,12.398392,23.96696,20.98678,20.31958,20.0699,19.97373,-0.0003887668,3.03513,0.6823444,0.233326,0.0678215,STAR
170,1237666339189227634,17.114436,-0.087659699,20.91837,19.5231,18.91827,18.6062,18.18758,0.06136394,1.364983,0.6138592,0.3340368,0.2177601,GALAXY
171,1237663785278701904,17.341482,1.0229527,22.04558,20.90742,20.12396,19.63827,19.3657,0.1754602,1.154325,0.6597347,0.3533173,0.1396503,GALAXY
172,1237657610725687925,165.68289,54.974313,24.4308,21.05516,20.13497,19.82184,19.56195,-0.0001727666,3.39926,0.9364109,0.3142891,0.2511845,STAR
