objid,ra,dec,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class
1237655499736023309,198.75865,-1.6611332,19.28792,17.3645,16.65784,16.41547,16.26836,5.688526e-05,1.881269,0.7605629,0.2010727,0.2063293,STAR
1237655495977468550,198.69212,-1.5510509,23.98161,21.48122,20.69408,19.68314,19.05251,-2.797599e-05,2.914644,0.8251915,0.9629555,0.646452,STAR
1237655495977533617,198.86527,-1.5211695,18.74677,17.72853,17.71136,17.7129,17.87158,0.000350919,1.020382,0.02429771,-0.01305771,-0.1486053,STAR
1237655495977533557,198.79422,-1.4771194,19.93713,18.8016,18.82963,18.94912,19.04007,0.000199207,1.160055,-0.03202629,-0.1199932,-0.06944084,STAR
1237655495977533571,198.8073,-1.448024,19.1537,19.34383,19.69506,19.96842,20.05856,-6.043371e-06,-0.2004509,-0.3471107,-0.2717247,-0.1084595,STAR
1237655499736219659,199.08868,-1.754371,16.77525,15.68782,15.75442,15.82979,15.84647,-0.0006768545,1.085317,-0.08252335,-0.06047249,-0.04687023,STAR
1237655499736285400,199.23523,-1.6492002,19.405,18.35653,18.26968,18.28404,18.3099,-0.0005599238,1.040182,0.07837296,-0.008152008,-0.04133987,STAR
1237655499199348806,199.15395,-2.0852001,18.25063,17.3736,17.06674,16.9803,16.96116,0.0002854905,0.8863087,0.3069534,0.09528542,0.007406235,STAR
1237655499199348996,199.1543,-2.0189649,19.2729,18.32522,18.02504,17.90682,17.84046,0.0002372705,0.976757,0.31394,0.1112576,0.07162666,STAR
1237655500273090735,199.15497,-1.2754203,20.15768,18.89877,18.60942,18.54569,18.48744,-3.571808e-05,1.27706,0.2789631,0.06169319,0.06059265,STAR
1237655495977730213,199.30579,-1.4744381,19.28225,18.34588,18.00636,17.87251,17.8188,-0.0001732196,0.9554367,0.3141422,0.1334438,0.05898857,STAR
1237655495977599040,198.98825,-1.5237629,18.499,18.1389,18.38363,18.59751,18.68678,3.091188e-05,0.3767071,-0.241785,-0.2104187,-0.1046295,STAR
1237655500273025261,199.01933,-1.307039,24.43684,20.54225,19.44965,19.01859,18.77166,-9.924072e-05,3.83058,1.092239,0.42659,0.2562637,STAR
1237655499199545407,199.60528,-2.1665153,17.9001,16.96757,16.67286,16.5832,16.53113,-1.224824e-05,0.9615269,0.2751484,0.08894539,0.02466011,STAR
1237655499736285305,199.30862,-1.6615102,18.3975,17.18584,16.77132,16.59946,16.55095,6.245427e-05,1.194986,0.3952694,0.2091255,0.0109024,STAR
1237655498126459055,201.08672,-2.8438601,18.99629,17.87089,17.90611,18.01689,18.17732,0.0007093318,1.126818,-0.03998184,-0.1147976,-0.1548138,STAR
1237655494904840974,201.23459,-2.3265398,25.1297,23.75391,21.74758,19.29081,17.89622,-6.314975e-05,1.43078,2.136467,2.476269,1.393276,STAR
1237655498126327909,200.80269,-2.9155729,18.24394,17.90735,17.29411,16.26345,15.64518,-6.170836e-06,0.3519096,0.587162,1.021107,0.621664,STAR
1237655498126393374,200.95857,-2.9937054,22.35074,21.11813,24.64932,24.24923,19.63919,-0.000163527,1.83025,-2.887669,-0.3421936,4.687864,STAR
1237655498663264452,200.93114,-2.510842,18.97837,18.11242,17.72222,17.61289,17.54372,5.68212e-06,0.8595047,0.3853626,0.1159687,0.0554142,STAR
1237655494367903777,201.01216,-2.6439488,18.76223,17.38513,16.86059,16.66061,16.58121,0.0001950304,1.425846,0.5235519,0.2347469,0.0585804,STAR
1237655497589457174,200.78879,-3.3942831,23.63335,21.98717,20.67099,18.81494,17.73835,-7.845944e-05,2.071873,1.208023,1.695704,1.077038,STAR
1237655497589457076,200.86612,-3.3557755,20.93343,18.45252,17.20621,16.62067,16.31244,-2.051336e-05,2.598051,1.321436,0.5767746,0.3623047,STAR
1237655498126327818,200.75923,-2.9757892,21.18711,18.36798,17.02509,16.42513,16.10529,5.129781e-05,2.868921,1.336912,0.6119957,0.311573,STAR
1237655498663133446,200.69501,-2.5854346,18.99442,16.37163,15.70874,15.64466,15.31839,-0.0001022003,2.651213,0.6680803,-0.03366184,0.4146891,STAR
1237655493293834319,200.33543,-3.5484065,21.14342,19.39394,18.1103,16.76459,15.98645,-0.0003464867,1.74946,1.287745,1.362707,0.7618418,STAR
1237650760788869210,200.36785,-3.2285304,19.04861,17.90418,17.94368,18.00904,18.10661,-0.0002698195,1.184889,-0.04348755,-0.08083153,-0.1056404,STAR
1237650760789000200,200.65477,-3.0623976,17.23787,16.25816,16.14631,16.16759,16.22908,0.0002282505,1.000578,0.0705986,-0.0186367,-0.05197716,STAR
1237650760788934682,200.5148,-3.0964361,18.82484,17.84675,17.79807,17.87021,17.91724,0.0003914465,0.9998837,0.03186417,-0.0646286,-0.05369568,STAR
1237650760788935611,200.50389,-3.075227,26.06405,23.90079,23.02549,20.99194,19.4329,-7.515532e-05,2.334553,0.870739,2.012913,1.57435,STAR
1237655498663067975,200.48953,-2.5332238,22.77947,21.29683,19.91591,18.91498,18.42199,-5.250405e-05,1.535812,1.383244,1.004093,0.5087318,STAR
1237655494367641619,200.4216,-2.6304652,17.88399,16.74582,16.69785,16.75603,16.79889,0.0003327847,1.177946,0.01098824,-0.06815338,-0.03205681,STAR
1237655498126066074,200.16657,-2.99792,21.81434,20.55547,19.8978,19.71975,19.53976,-7.264798e-05,1.307838,0.6448135,0.1889572,0.1765366,STAR
1237655498126065882,200.29597,-2.9100552,19.40553,17.83525,17.33134,17.14703,16.97952,2.382939e-05,1.591923,0.5834713,0.2087307,0.1149273,STAR
1237655498126131431,200.32187,-3.0332788,19.22152,18.08464,18.07732,18.13089,18.18482,0.0003345798,1.152224,-0.01779175,-0.05058479,-0.04348564,STAR
1237655498662936652,200.25051,-2.4771864,17.92808,16.71536,16.8272,16.93407,16.98794,-3.343634e-05,1.218407,-0.09833145,-0.1162739,-0.04642105,STAR
1237655497589063810,199.99863,-3.3778328,17.16274,16.16921,15.81389,15.73318,15.70786,-2.032409e-05,1.018772,0.3228254,0.09964657,0.01276207,STAR
1237655494367445999,200.02253,-2.6890635,23.0937,25.16201,24.14853,20.61953,19.02917,-6.966905e-05,-1.93261,0.9127522,3.657383,1.5744,STAR
1237655493293506609,199.53083,-3.5902306,17.19626,16.13278,15.79152,15.67937,15.67881,0.0001057626,1.071722,0.3188992,0.1097202,0.01766014,STAR
1237655497588867171,199.54447,-3.3922788,18.25724,17.15952,16.94411,16.87578,16.90192,0.000833981,1.167261,0.197401,0.06126213,-0.01787186,STAR
1237655493293506658,199.609,-3.5413631,17.9169,16.40734,15.74009,15.6208,15.78679,-5.190978e-06,1.499052,0.7179375,0.1292591,-0.2014971,STAR
1237655497589063786,199.9479,-3.3979243,18.58438,17.53371,17.12653,17.0473,16.98778,-3.180362e-05,1.079136,0.3811569,0.1070747,0.05064011,STAR
1237655498662740024,199.78053,-2.5684535,18.56125,18.41315,18.61215,18.79031,19.07159,-2.861559e-05,0.1434422,-0.2033539,-0.1853504,-0.2800388,STAR
1237655498125869066,199.75991,-3.0190087,18.81386,17.52451,17.7113,17.88045,17.92365,6.529663e-06,1.280909,-0.1939087,-0.1645374,-0.05934906,STAR
1237655498662740038,199.8048,-2.5792871,19.58926,18.05133,17.96086,17.08179,16.71428,-9.391746e-05,1.44858,-0.04928398,0.7261877,0.4108582,STAR
1237655494367313949,199.73299,-2.7594728,21.56288,19.07353,17.8187,17.22075,16.85857,-6.97014e-05,2.524977,1.247602,0.5950565,0.3599472,STAR
1237655494367379615,199.82947,-2.6896353,20.21566,19.03471,19.07783,19.19993,19.3378,0.0001565113,1.192671,-0.04825783,-0.1278191,-0.1262913,STAR
1237655498662674445,199.58895,-2.4406932,17.42827,16.38239,15.97136,15.86306,15.78319,7.715505e-05,1.048668,0.3873577,0.1271009,0.05505753,STAR
1237655493293375701,199.2823,-3.5585975,20.21391,18.28484,17.53791,17.24928,17.08525,0.000175825,1.967655,0.7513123,0.2908859,0.1687508,STAR
1237650760788411409,199.38212,-3.1620115,25.06814,23.38665,23.01295,20.25171,18.83296,0.000187541,1.781942,0.3382645,2.826103,1.401289,STAR
1237655493293441177,199.43393,-3.48013,21.41307,19.08401,17.65298,16.61441,15.99502,-1.275153e-06,2.413744,1.460148,1.063543,0.5855951,STAR
1237655493293310128,199.1923,-3.5771989,19.23008,18.26325,17.88493,17.77374,17.80062,0.0002085212,1.005272,0.3541298,0.1182175,-0.009077072,STAR
1237655493293310126,199.18641,-3.5125642,19.09767,17.91136,17.79815,17.78061,17.79265,0.000467333,1.203554,0.08696556,0.02851677,-0.01688766,STAR
1237655497588736137,199.18702,-3.2773039,19.04371,18.76313,18.63228,18.65062,18.70297,0.0002488104,0.3587437,0.1122627,-0.00586319,-0.04930496,STAR
1237655494367182931,199.37696,-2.7228147,18.92999,17.85206,17.90225,17.97297,18.03925,0.0001086969,1.077478,-0.04670334,-0.0698185,-0.07124138,STAR
1237655498662346788,198.93569,-2.5259966,16.69775,15.59418,15.20949,15.12126,15.10419,0.0001289261,1.107995,0.36059,0.1023703,0.02110958,STAR
1237650761862086693,199.22673,-2.3525197,18.60697,17.49925,17.0736,16.93977,16.87436,0.0004157884,1.145546,0.4174862,0.1359634,0.05923843,STAR
1237650761325019265,198.81837,-2.8148692,16.55626,15.37515,14.97698,14.86705,14.87094,6.863714e-05,1.152626,0.4054737,0.09807777,0.008384705,STAR
1237655498125476980,198.90959,-2.8995188,26.15263,24.91006,24.47204,21.22458,19.43316,0.0002129904,1.275524,0.6191559,3.185587,1.794836,STAR
1237655498125738180,199.4796,-3.042562,21.29255,18.32254,17.00696,16.37828,15.99636,-5.307664e-05,3.052801,1.310509,0.65481,0.3590908,STAR
1237655495977664760,199.17897,-1.4727517,19.78955,19.6305,19.7475,19.93017,20.32104,0.0003342436,0.1787395,-0.1261425,-0.1828651,-0.3861046,STAR
1237662684145189518,214.33786,33.478295,22.36788,21.91711,22.11497,21.85275,22.55423,0.0001967308,0.6266174,-0.1864777,0.2540379,-1.222492,STAR
1237665103284666742,214.34389,32.173677,26.20968,22.28679,21.41334,21.00865,21.41828,7.201493e-05,4.064062,0.8872433,0.3890724,-0.4057789,STAR
1237665103821471789,214.38298,32.487944,18.76444,17.92735,17.57972,17.50263,17.51179,3.353421e-05,0.8501701,0.3141594,0.1068935,-0.01374245,STAR
1237662684145189058,214.23678,33.440217,22.89936,21.74264,21.48601,21.19875,20.93027,0.0003640824,1.28084,0.2621861,0.2315502,0.2808228,STAR
1237665129628369411,214.26111,32.42778,22.46753,21.42307,21.01371,20.70899,20.27239,-0.0006530731,1.066219,0.4175224,0.3015175,0.3958511,STAR
1237665103821406891,214.26167,32.544371,23.25111,21.40339,21.18781,21.10359,20.84389,-0.0001747294,1.730993,0.2365646,0.07939339,0.2816601,STAR
1237665103821406682,214.16404,32.597089,23.50263,21.34704,20.99145,20.8517,20.93096,1.532295e-05,2.334766,0.3395042,0.1493797,-0.03534126,STAR
1237664852570013987,214.15711,33.344452,22.3033,21.44629,21.26259,21.01854,20.70591,-0.0005585877,0.8913822,0.2304249,0.2176609,0.2953453,STAR
1237664852569948865,214.01274,33.228379,24.29384,21.62868,21.16086,20.94049,20.81609,-0.0005942154,3.270416,0.4688606,0.2411327,0.08005905,STAR
1237665129628303757,214.09838,32.429808,25.4911,22.98444,21.40451,21.03165,21.17756,-0.0002502233,2.606714,1.70174,0.3643188,-0.2187157,STAR
1237665103821406607,214.10872,32.570665,22.86897,21.51135,21.21983,21.06086,20.56526,-0.0004230326,1.43675,0.2953224,0.1801052,0.4700794,STAR
1237662683608253063,213.99246,33.109153,22.17485,21.01736,20.82783,20.78186,20.48535,3.984257e-05,1.242371,0.186039,0.06480789,0.2698727,STAR
1237664852569882663,213.83945,33.283414,19.76633,18.91474,18.59863,18.5255,18.50096,-0.0005525082,0.8880463,0.2948112,0.07553101,-0.002717972,STAR
1237665103284404482,213.74127,32.259179,21.54022,20.34176,20.3791,20.45907,20.45674,-0.0006700308,1.196587,-0.03099442,-0.06203651,-0.03547287,STAR
1237665129628172323,213.78356,32.493911,18.61322,17.81256,17.52353,17.42607,17.38266,-0.000279984,0.8151588,0.280529,0.09666634,0.04291153,STAR
1237664852033077846,213.87643,32.89148,23.55334,21.534,21.25423,21.09873,20.99244,-0.0005645184,2.267662,0.2749519,0.1569405,0.1264458,STAR
1237665129627975740,213.29464,32.589279,18.30171,17.41612,17.13688,17.04577,17.02782,-0.0002164747,0.9094009,0.2697372,0.08969498,0.01700592,STAR
1237665129627975803,213.2792,32.70606,19.19079,18.35448,18.07101,17.9802,17.9313,-0.0008705813,0.8611298,0.2630615,0.0907917,0.05444527,STAR
1237665129627975737,213.29647,32.610075,18.31191,17.4918,17.20587,17.10436,17.05224,-0.0002592013,0.850687,0.267725,0.1093864,0.04025459,STAR
1237665129628041599,213.37776,32.648229,22.61324,21.43372,21.36524,21.23679,21.0797,-3.896115e-05,1.156301,0.07642746,0.1274166,0.1339607,STAR
1237664852569751696,213.49056,33.435648,20.01268,19.15359,18.84307,18.73151,18.7282,0.0001660107,0.9116154,0.2953472,0.1021824,-0.01399803,STAR
1237664672185713576,213.53319,33.141718,23.61815,23.94446,22.82634,20.21799,18.7339,-2.003522e-05,0.1049309,1.152163,2.6381,1.486061,STAR
1237664852569751691,213.45885,33.365973,19.76995,18.93491,18.66862,18.5846,18.54673,-0.0003526595,0.8389797,0.2637234,0.09607315,0.01919937,STAR
1237664852032684169,212.84016,33.153055,22.53391,21.16218,20.95299,20.81458,20.83486,0.0002624617,1.434299,0.2020493,0.1273823,-0.03498459,STAR
1237664673259127149,212.9178,34.177634,24.87515,20.72604,20.03574,19.9886,19.81463,-0.0006023715,4.337488,0.712431,0.04047585,0.1634369,STAR
1237664853106360687,212.93787,34.091402,21.74759,20.96715,20.69616,20.74076,20.44319,-1.790051e-06,0.8516426,0.2500801,-0.01747322,0.2488441,STAR
1237664852569555590,212.97761,33.625204,23.74355,22.20381,21.81027,21.44695,20.89502,0.002655727,1.602865,0.3775177,0.3951473,0.5372963,STAR
1237664852569555313,212.97573,33.602177,22.07419,20.68668,20.67303,20.59543,20.52193,9.290972e-05,1.402563,0.02477264,0.09682274,0.08193779,STAR
1237664672185385220,212.74987,33.488829,21.97764,21.38625,21.27278,21.09255,20.78029,-0.0006942697,0.7302856,0.1230125,0.1914539,0.3005104,STAR
1237664853106426301,213.1467,33.970862,22.16532,21.64713,21.38345,21.43097,20.97347,-0.0005701157,0.6733055,0.2476654,-0.04957581,0.4541779,STAR
1237664672722387031,213.25373,33.692401,22.05122,21.09994,21.00241,20.77318,20.28978,-0.00100619,1.03545,0.02011871,0.2792473,0.4865017,STAR
1237664672722452766,213.31112,33.647298,21.89836,21.3032,21.01353,21.05332,20.69911,-0.0007005648,0.7079964,0.2861919,-0.02887154,0.2871475,STAR
1237664673796129212,213.51163,34.622051,25.58506,22.44403,21.29011,20.28488,19.71058,-0.0002719315,4.096663,1.268053,1.03581,0.6473579,STAR
1237664673796063501,213.25183,34.632553,23.80018,21.41253,20.90583,20.7617,20.65541,0.0002365009,2.68078,0.5007095,0.1595287,0.07971382,STAR
1237664853643297250,213.20149,34.347065,23.2836,21.76035,21.59953,21.50831,21.24895,0.0004344973,1.609728,0.1738224,0.1090336,0.3150673,STAR
1237664673259258373,213.41288,34.200221,24.39082,20.93633,20.24674,20.03198,19.75921,-0.0004631299,3.960127,0.6952457,0.2226753,0.2696991,STAR
1237664672722518417,213.52408,33.668674,22.95378,21.76129,21.6292,21.48271,20.96042,1.869379e-05,1.277138,0.1142788,0.1414204,0.5666809,STAR
1237664852569752705,213.50105,33.489245,23.65734,23.60098,22.59133,19.75194,18.25328,-0.0001150478,0.192297,0.9632607,2.85194,1.50408,STAR
1237662685755473948,213.7869,34.836673,18.28121,17.411,17.10021,17.03031,16.98065,-0.0005806673,0.8679771,0.3050518,0.09267044,0.03548622,STAR
1237664854180299498,213.83359,34.776764,22.69343,21.20944,20.97082,20.80401,20.74775,-0.0005618833,1.502987,0.2557278,0.1231461,0.03110123,STAR
1237664853643428708,213.67973,34.295888,23.27817,22.26105,21.8001,21.38093,20.92443,0.0003407959,1.111383,0.5033207,0.4208317,0.4694042,STAR
1237664673259454798,213.76338,33.951846,22.9006,21.02867,20.72006,20.67012,20.4453,-0.0005067989,1.84429,0.3131142,0.07253838,0.2574883,STAR
1237662684145057863,213.87715,33.533582,18.71974,17.88856,17.62824,17.56625,17.52835,-0.0004350881,0.8394108,0.2417202,0.07250404,0.04400444,STAR
1237664854180364678,213.90264,34.745298,21.58436,20.99061,20.87157,20.89622,21.04263,-0.0007994437,0.6112957,0.1173496,-0.01727867,-0.1319103,STAR
1237664673796260112,213.83296,34.374454,21.68417,21.23351,21.1046,21.17482,20.6396,-0.0007633595,0.5408573,0.1357517,-0.08683014,0.541769,STAR
1237664853643624542,214.06311,34.083322,21.63989,20.38668,20.14657,19.87967,19.79289,0.0006139695,1.333572,0.2485905,0.2525864,0.08604622,STAR
1237664673259520037,214.02778,33.976407,18.56372,17.71639,17.4795,17.38653,17.3793,-0.0003518956,0.8492661,0.2340546,0.08771706,0.01919556,STAR
1237664673259520297,213.96782,33.951818,21.33834,20.76206,20.60878,20.53417,20.32533,-0.0002225161,0.6158543,0.1509991,0.07598877,0.220499,STAR
1237664853106754311,213.99654,33.649409,23.75116,22.60028,21.39097,20.29546,19.70181,0.0001707939,1.254585,1.372534,1.028976,0.5943165,STAR
1237664673796391019,214.16294,34.471422,19.64437,19.26047,19.3325,19.44305,19.50307,-0.0003583428,0.4016876,-0.0821743,-0.1106892,-0.1001358,STAR
1237664673796391275,214.16851,34.393442,23.93401,20.84272,20.17681,19.92678,19.9581,-0.0004795936,3.045155,0.6610489,0.27104,-0.05288124,STAR
1237664673796391319,214.18472,34.357818,23.1559,21.1576,20.78803,20.54748,20.37788,0.0003648413,2.073833,0.3455162,0.2596722,0.1051254,STAR
1237664673259585843,214.19829,34.004288,20.91921,19.83652,19.71562,19.65899,19.70207,-6.907493e-05,1.085043,0.1177998,0.06331635,-0.02204132,STAR
1237664853106884613,214.19699,33.594265,18.66105,18.6314,19.02295,19.32964,19.57839,-0.0001482468,0.03364182,-0.3890686,-0.2912674,-0.2733631,STAR
1237664854180561633,214.50918,34.531946,24.58747,22.38551,21.01552,20.00274,19.52489,5.101803e-05,3.175171,1.315218,0.9836884,0.5102711,STAR
1237664673796522130,214.47662,34.236647,19.27608,18.40539,18.08591,17.97274,17.93954,-0.0002482592,0.8887749,0.2983284,0.1144409,0.03133011,STAR
1237664853106950173,214.43367,33.61096,17.71506,16.85975,16.61345,16.54939,16.56466,-0.0002151799,0.8722267,0.2319832,0.06873703,-0.001241684,STAR
1237664853106950745,214.45507,33.590477,23.90386,22.0539,20.74149,20.36602,20.30212,-0.0003751069,2.131083,1.301069,0.3669186,0.05765343,STAR
1237662684682125484,214.57165,33.850263,20.85099,19.88604,19.62836,19.60963,19.3156,0.0001241892,0.9697914,0.2579327,0.01264572,0.2685852,STAR
1237662685755801651,214.74189,34.741102,18.3205,18.48702,18.95859,19.30139,19.64089,-0.0001772667,-0.1813564,-0.4769745,-0.3459187,-0.3269329,STAR
1237664854180692082,214.74046,34.407832,20.13687,19.28489,18.94812,18.82698,18.78066,-0.0006014986,0.8810883,0.3304176,0.1061306,0.06948853,STAR
1237648705129152529,218.05145,0.45224494,18.65017,17.47841,17.03244,16.86597,16.74735,-9.043855e-05,1.174019,0.4545403,0.1700191,0.114872,STAR
1237648722321145955,218.11446,0.63538288,23.64664,22.29042,20.77452,19.4619,18.7911,1.194445e-05,1.590748,1.513506,1.301491,0.6637306,STAR
1237648705129152641,218.14619,0.52472161,19.11065,16.98445,15.8928,15.82737,15.66044,-8.697253e-05,1.914482,1.507534,-0.3805828,0.2706919,STAR
1237648721784340735,218.17391,0.26403767,20.16965,18.99445,18.92509,18.91739,18.97837,0.000151507,1.183495,0.06950569,0.01085663,-0.0718956,STAR
1237648705666089166,218.25391,0.91081433,20.09372,19.10764,18.7356,18.57634,18.52591,2.110191e-06,0.9809933,0.3769379,0.1640491,0.04265594,STAR
1237648704592412728,218.3922,0.034564033,17.87943,16.74676,16.34236,16.20266,16.14713,-0.0002029661,1.16897,0.3973694,0.1351643,0.03940582,STAR
1237648722321211423,218.20346,0.75586127,19.19011,18.2947,18.17129,17.94485,17.97556,-0.0003077801,0.9019947,0.1377964,0.2070446,-0.01174355,STAR
1237648721784537384,218.75042,0.31411385,19.5979,18.25346,17.76599,17.5703,17.49228,-0.0003058953,1.348125,0.4818211,0.1869011,0.08368683,STAR
1237648704592478229,218.5031,0.1309452,16.78656,15.86366,15.58738,15.51556,15.52759,-0.0002502495,0.9179735,0.2609177,0.08284283,-0.0001592636,STAR
1237648705666220294,218.63934,1.0356072,20.261,19.13525,19.02461,19.04722,19.04718,0.0002054249,1.160507,0.1041908,-0.0152626,-0.02012825,STAR
1237648722321539143,219.00659,0.77188385,17.39481,16.26426,15.89799,15.79379,15.71431,-0.0001520363,1.132456,0.3602877,0.1296949,0.05740166,STAR
1237648704592740424,219.22927,0.21058121,18.85759,17.69457,17.20705,17.06227,17.00573,-0.0001568419,1.169846,0.4781227,0.1479244,0.0684948,STAR
1237648705129545834,219.08328,0.57621758,18.53546,17.60331,17.2774,17.11877,17.08867,2.465603e-05,0.9484444,0.3349648,0.1462288,0.03952026,STAR
1237648721784799563,219.23345,0.41068966,23.57101,20.84828,19.2889,17.22674,16.09604,8.518542e-06,2.804478,1.562733,2.054089,1.141245,STAR
1237648702982717576,220.44977,-1.1432531,22.13135,19.65351,18.64668,18.48839,18.02153,0.0001794877,2.489304,1.020754,0.1820755,0.4414253,STAR
1237648703519719450,220.77695,-0.80887865,15.99361,14.83614,14.41274,14.2737,14.27131,-0.0004569493,1.179517,0.4029398,0.1439552,0.01112652,STAR
1237648720711647295,220.62988,-0.45208158,17.62027,16.63731,16.33766,16.21349,16.18429,-0.0001901503,0.9795551,0.2995491,0.1269131,0.02722359,STAR
1237648704056655936,220.99836,-0.34730496,17.68593,16.59417,16.162,16.06218,16.01939,-0.0001151433,1.128609,0.3883972,0.1081543,0.03246117,STAR
1237648702982586622,220.21182,-1.1202127,19.7996,19.74956,20.21137,20.50794,20.52256,-4.388546e-05,0.06337166,-0.4589882,-0.2971249,-0.1006393,STAR
1237648703519457435,220.14153,-0.77242819,19.6057,18.59223,18.73197,18.90675,19.05787,-0.0004424755,1.034031,-0.1466007,-0.1711597,-0.1750164,STAR
1237648702982586519,220.27739,-1.1725172,18.7904,17.81539,17.69809,17.64211,17.7194,0.0001074343,0.9966965,0.1165752,0.03769302,-0.07016945,STAR
1237648720174514428,220.00398,-0.90595589,20.21892,18.96889,19.01227,19.12574,19.13845,0.000159645,1.252741,-0.05947304,-0.1104336,-0.02471924,STAR
1237648702982521161,220.06738,-1.1934939,20.3369,19.12662,19.27793,19.3891,19.50955,0.000205428,1.23266,-0.1519909,-0.1222095,-0.1224194,STAR
1237648704056262672,219.9983,-0.30726329,19.1182,17.9353,17.43977,17.22875,17.15774,0.0004376234,1.195776,0.4832897,0.1930275,0.08735275,STAR
1237648704056262678,220.00463,-0.34622844,18.24761,17.20496,17.13177,17.14816,17.25074,-0.0003089297,1.075434,0.05230713,-0.02066803,-0.0929718,STAR
1237648702982389817,219.73162,-1.1565253,18.38401,17.44215,17.30155,17.26086,17.28255,0.000201591,0.9812088,0.1254482,0.03554535,-0.02557755,STAR
1237648703519195487,219.64373,-0.82452232,19.716,19.5455,19.87208,20.118,20.20345,-0.0003764707,0.1671886,-0.3375225,-0.2522488,-0.09647942,STAR
1237648704056131791,219.82753,-0.22291127,18.78696,17.75125,17.69902,17.70439,17.7812,-0.0003596809,1.04413,0.05164719,-0.01504517,-0.06681442,STAR
1237648720711319718,219.85077,-0.53665296,20.17171,18.96949,18.83346,18.78427,18.76184,9.552379e-05,1.21398,0.1292992,0.05055046,0.0336132,STAR
1237648720711254291,219.76641,-0.52205868,19.21089,19.38348,19.69018,19.9673,20.26577,-0.0003154275,-0.1561813,-0.3339634,-0.2711201,-0.3120041,STAR
1237648720711188757,219.61824,-0.49520794,20.52889,19.15709,19.2464,19.24566,19.30346,2.324375e-05,1.363817,-0.09413719,-0.0008411407,-0.06303024,STAR
1237648704056000911,219.41482,-0.31949491,20.56105,18.78032,18.06057,17.77564,17.58654,-0.0001266649,1.816214,0.7502899,0.2754517,0.1954441,STAR
1237648702982258992,219.51254,-1.2251176,21.4665,19.22759,18.1566,17.84762,17.65946,2.493366e-05,2.262232,1.049603,0.329731,0.1860142,STAR
1237648703519064292,219.25374,-0.73944076,20.19514,18.97503,18.82566,18.75807,18.78467,0.0001082526,1.225975,0.1417351,0.06206322,-0.02986717,STAR
1237648720174252066,219.3986,-0.86479044,17.16802,16.2867,16.1257,16.04642,16.06123,-0.0006343121,0.8690491,0.1696854,0.06607246,-0.00651741,STAR
1237648720711057537,219.26592,-0.54353393,22.44635,20.54662,19.33739,18.59065,18.22107,-0.0001458146,1.911066,1.207945,0.7578259,0.366127,STAR
1237648720711057803,219.28458,-0.60774728,19.77312,19.12827,19.03235,18.92708,18.91645,-0.0005264424,0.6352482,0.102726,0.09934998,-0.005336761,STAR
1237648702982127640,219.09879,-1.0440561,-9999.161,-9999.126,-9999.087,-9999.064,-9999.048,0.0002826229,0.0,0.0,0.0,0.0,STAR
1237648702982127899,219.22742,-1.0876222,20.44786,19.07637,18.85489,18.3969,17.932,-1.164194e-05,1.386311,0.2665501,0.5016003,0.3873081,STAR
1237648703518998561,219.12365,-0.755387,16.32164,15.21776,15.37023,15.40696,15.50995,-0.0003643283,1.105308,-0.08681393,-0.09095669,-0.09746456,STAR
1237648720174121113,219.15619,-1.0141261,24.47161,21.53215,24.70799,24.26257,19.33974,1.188906e-06,5.45001,-2.505482,0.5834713,3.623775,STAR
1237648720174121258,219.14394,-0.88148225,19.31804,18.39261,18.32034,18.32024,18.36449,0.0001263485,0.9473667,0.05549431,0.002288818,-0.04582596,STAR
1237648720710926642,218.95862,-0.52666465,19.86023,18.61896,18.80059,18.90578,18.9224,-0.0006165539,1.239214,-0.1721535,-0.1054325,-0.04557037,STAR
1237648704055869643,219.10629,-0.38803102,19.82334,18.90962,18.83215,18.78996,18.84976,-0.0003826353,0.9433899,0.07508087,0.04507828,-0.06510353,STAR
1237648704055869483,219.1316,-0.28953806,17.95002,16.99158,16.83803,16.69162,16.67659,-7.34052e-05,0.9287014,0.2315483,0.1071053,0.03012085,STAR
1237648720710992097,219.09554,-0.58309745,21.83025,20.20117,19.0576,18.27317,17.7556,0.0001895799,1.653519,1.156893,0.784626,0.4877319,STAR
1237655693549502633,219.03967,-1.0335658,20.3126,19.13275,19.2218,19.31787,19.31664,-2.349522e-05,1.192642,-0.09751892,-0.08855057,-0.01268196,STAR
1237648703518867647,218.80879,-0.72343566,19.86622,18.92181,18.75719,18.65883,18.61158,-0.0005380892,0.9637222,0.1705112,0.09330368,0.04149628,STAR
1237648703518868703,218.82171,-0.77025208,26.00287,24.99612,22.85611,20.31052,18.51106,-1.320748e-05,1.039482,2.194036,2.572258,1.784727,STAR
1237648703518736517,218.61676,-0.66028389,18.48724,17.29649,17.50308,17.58305,17.66586,-0.000311667,1.196169,-0.2194176,-0.09557343,-0.08503342,STAR
1237648704055607652,218.57713,-0.3433868,20.42496,18.95665,18.38926,18.15595,18.46623,-0.0001021004,1.472813,0.5575352,0.2376423,-0.277195,STAR
1237648704055607601,218.51243,-0.21448032,20.48081,19.23832,19.05506,19.06747,18.98624,1.264213e-05,1.217409,0.1825352,0.004844666,0.04980087,STAR
1237648721247600793,218.46414,-0.16486774,20.29158,19.37526,19.24663,19.23499,19.2717,0.0005154732,0.9034748,0.1256943,0.011446,-0.02130127,STAR
