objid,ra,dec,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class
1237678620108063415,13.439382,3.4837787,22.42605,20.53728,19.9099,19.63719,19.50475,3.01958e-06,1.982059,0.6326199,0.2817783,0.1114578,STAR
1237678621696459203,13.707403,3.9924353,23.619,21.33855,20.94378,20.83391,20.7175,-0.001187733,2.364773,0.3760109,0.1223202,0.04055405,STAR
1237678598096421687,13.529267,3.107994,24.98965,23.70557,21.9258,20.47063,19.6197,0.0003679375,1.388035,1.794149,1.415236,0.8283787,STAR
1237678598096355393,13.470095,3.2055504,18.87751,18.0111,17.642,17.50061,17.46023,-0.0003822475,0.8571625,0.3719807,0.1299915,0.05399513,STAR
1237678620108194031,13.683772,3.3283386,22.01389,21.2205,21.01852,20.96617,20.6078,-0.0007503809,0.9446316,0.2038059,0.0440712,0.3424664,STAR
1237678598633423496,13.961025,3.5982852,25.40186,22.92845,21.54556,20.4769,19.63387,-7.572532e-05,2.534351,1.459721,1.078279,0.8292313,STAR
1237678660356342423,13.916679,3.805861,24.49235,22.92041,21.27718,19.92944,19.29698,-9.314054e-05,1.801392,1.716534,1.350218,0.6339455,STAR
1237678621696656035,14.224369,4.090881,24.65162,24.35112,22.10978,20.43152,19.70659,5.287101e-05,0.6304054,2.689898,1.68215,0.6765976,STAR
1237678619571520310,14.123152,3.0632178,23.2325,23.68255,22.25291,20.69203,19.94428,0.0002663885,-0.216526,1.408062,1.487671,0.7022324,STAR
1237678598096617509,14.01576,3.2088081,18.9088,18.0519,17.76345,17.65058,17.62752,-9.734373e-05,0.8870659,0.2847347,0.08987427,0.04691696,STAR
1237678598633489021,14.077155,3.564765,25.02813,22.49048,21.2311,19.93117,19.19655,5.990351e-05,2.839413,1.278538,1.287828,0.7519875,STAR
1237678598633554010,14.153456,3.6497031,18.89732,17.99557,17.6993,17.61332,17.57613,-0.000592057,0.9059296,0.2914257,0.1001225,0.03713036,STAR
1237678660356472928,14.187074,3.8155757,20.82334,19.33389,18.6939,18.44052,18.33988,-0.00010037,1.53714,0.6357822,0.2501526,0.1072407,STAR
1237678619571520062,14.176395,3.0098522,22.65882,20.60732,19.75865,19.4915,19.21235,-0.0001937618,2.18675,0.8411274,0.2732868,0.2633476,STAR
1237678620108456813,14.323095,3.509834,23.62596,23.62097,21.87414,20.47719,19.73906,-0.0001826194,0.07368088,1.765938,1.397451,0.7368259,STAR
1237678598633619772,14.286148,3.658304,23.09969,21.48219,20.27917,19.53925,19.29745,-9.874087e-05,1.659166,1.209215,0.7401066,0.2499371,STAR
1237678598096815081,14.485712,3.140755,24.88676,23.84078,22.54891,20.51007,19.36147,-0.0002083176,1.065979,1.344812,2.064409,1.158152,STAR
1237678598096814197,14.476275,3.2400935,20.85069,19.62452,19.11453,18.91172,18.77197,-7.527466e-05,1.220585,0.5253887,0.1889877,0.1191006,STAR
1237678598096748784,14.383135,3.2143262,21.67539,20.476,19.89438,19.72805,19.49963,-0.000443799,1.243093,0.5851231,0.1753597,0.1956043,STAR
1237678619571650728,14.525284,3.0178455,21.78178,19.85772,19.03356,18.72691,18.61921,-0.00023634,1.955441,0.8323498,0.3091812,0.1096973,STAR
1237678619571782221,14.731515,3.0804509,22.20417,21.64797,21.28689,20.17333,19.2948,-0.0002766502,0.630228,0.374033,1.110617,0.8923264,STAR
1237678620108587330,14.578609,3.3127136,22.12004,20.54221,19.86094,19.62693,19.40665,5.774744e-05,1.607185,0.6776867,0.2419796,0.1854115,STAR
1237678660356735821,14.815143,3.723824,26.55603,23.3784,21.72859,20.09004,19.2474,-0.0001169896,3.305183,1.644775,1.614777,0.8059998,STAR
1237678598633816925,14.842459,3.699768,26.4262,24.73499,22.46335,20.54896,19.40916,-0.0002493179,1.909979,2.613655,1.766796,1.179537,STAR
1237678660356669510,14.637089,3.8256462,19.00385,18.05103,17.74174,17.62347,17.59927,-1.068239e-05,0.9835873,0.3052292,0.1097908,0.02230644,STAR
1237678598096879857,14.703392,3.1891598,20.94212,20.24588,20.01181,19.87289,19.8855,-0.0004722434,0.7244205,0.248642,0.1342106,-0.02162743,STAR
1237678598096945183,14.753416,3.1421867,18.35954,17.54394,17.28574,17.1703,17.18084,-0.0009075553,0.8375778,0.2439384,0.1055202,-0.00268364,STAR
1237678620108653040,14.784243,3.482583,23.28082,23.07494,21.88766,20.47372,20.01614,0.0001133394,0.4046249,1.138424,1.430395,0.4523144,STAR
1237678598633882526,14.921355,3.5486188,24.69621,23.52349,22.10826,20.75013,20.09268,-0.0002146576,0.8293743,1.348461,1.35795,0.7119446,STAR
1237678660356800777,14.935662,3.7823312,22.20818,21.38986,21.02275,21.48444,20.5479,-0.0008492554,0.9242096,0.376667,-0.461071,0.8517323,STAR
1237678619571913115,15.109983,3.0449308,22.05792,21.86717,21.78495,22.2423,22.21429,0.002109981,0.1782742,0.08228874,-0.4492188,0.1897297,STAR
1237678620108784029,15.052927,3.394514,22.67947,21.69221,21.22759,21.04359,20.86321,-0.000350698,0.9221344,0.4724674,0.1815987,0.1342678,STAR
1237678621697048796,15.129532,4.0430796,23.52209,23.20777,21.52043,20.24629,19.40324,-0.0001374026,0.3091507,1.713554,1.276239,0.8211269,STAR
1237678620108849204,15.307856,3.429602,19.15109,18.01596,18.48843,20.17632,17.40224,-0.00039638,1.104017,-0.1687717,-1.777876,2.662054,STAR
1237678660356866207,15.169762,3.8096346,21.64533,19.79709,19.0618,18.77836,18.68455,-2.072661e-05,1.84651,0.7475681,0.2887859,0.07938385,STAR
1237678660356866324,15.073522,3.7403413,22.22005,21.00561,20.69946,20.61548,20.42033,-0.0005869056,1.431879,0.2797527,0.07583046,0.2180748,STAR
1237678621697179740,15.294574,4.0784185,19.15336,18.26678,17.88692,17.74741,17.73014,0.0002468299,0.9151707,0.3582516,0.1362495,0.01497269,STAR
1237678598097207305,15.32966,3.2189843,18.37113,17.44823,17.1949,17.08696,17.05446,-9.515219e-06,0.9129505,0.2563496,0.1045189,0.01850319,STAR
1237678620108914939,15.397012,3.3453047,21.74337,20.74137,20.46685,20.34383,20.37808,-0.0004053216,1.14851,0.2648144,0.1345253,-0.06049156,STAR
1237678598634012817,15.32116,3.616776,21.68921,19.59748,18.23373,17.44381,17.009,-0.0001805981,2.138474,1.352657,0.7848129,0.4495296,STAR
1237678660356997408,15.346082,3.734626,22.64286,21.03724,20.30715,20.03798,19.7789,-0.0008248046,1.643551,0.7895107,0.2805843,0.2130871,STAR
1237678660356997416,15.355763,3.8568753,23.54015,21.98757,21.50506,21.20341,20.6444,-0.0006415775,1.952696,0.6077595,0.2122459,0.5328045,STAR
1237651212285444671,254.96665,62.379112,23.23823,24.10488,22.46102,19.52055,17.986,2.686447e-05,-0.3771362,1.695032,2.798624,1.55636,STAR
1237671766931406869,255.82894,62.64909,16.78711,15.68417,15.35985,15.23368,15.17778,-0.0001490198,1.10301,0.3685818,0.1231441,0.02726936,STAR
1237671766931341317,255.43639,62.71789,16.8491,16.46156,16.49335,16.58746,16.71655,-1.290076e-05,0.3903847,-0.04095078,-0.08097076,-0.1339169,STAR
1237671938730360894,256.05039,63.087047,23.2992,25.02896,24.74282,19.43336,19.10096,-7.06919e-05,-1.738279,0.2860603,5.321247,0.3071251,STAR
1237651225170281332,254.46537,62.41494,24.36478,21.24773,20.41597,19.732,19.18892,-0.0001138975,3.279428,0.8097839,0.7168808,0.5124969,STAR
1237651212285444255,254.86011,62.397594,19.84081,18.82428,19.03413,19.27211,19.46359,-0.001152158,1.058363,-0.2188931,-0.2344685,-0.2047062,STAR
1237671938730033393,254.44595,62.738183,19.07365,18.7477,19.02857,19.31092,19.54053,-0.000127723,0.3352299,-0.2886333,-0.2814274,-0.2436161,STAR
1237671768005214222,255.71851,63.519213,18.53709,17.37437,16.98461,16.84591,16.85502,-0.0001696394,1.171324,0.3963223,0.1220589,0.01205444,STAR
1237671768005148959,255.65719,63.523583,20.35328,18.25815,17.36793,17.03816,16.87766,-0.0001499531,2.120148,0.8809528,0.3141422,0.1698627,STAR
1237671768005214378,255.7289,63.585799,20.97514,19.59645,19.00623,18.77532,18.59788,-0.0002350154,1.39727,0.606039,0.2240944,0.182682,STAR
1237671768005214343,255.71389,63.544877,19.21163,17.4268,16.76476,16.51398,16.40962,-0.0003085959,1.769648,0.6733208,0.2393436,0.1095943,STAR
1237671939267166399,255.73496,63.416386,17.86551,16.7965,16.45107,16.35243,16.3177,-0.0003870545,1.076338,0.3194771,0.1139507,0.03206635,STAR
1237671939267231757,255.75671,63.48379,18.30863,16.88423,16.44511,16.2945,16.24144,-0.0001580404,1.423582,0.4553623,0.1530895,0.04342842,STAR
1237671939267231958,255.81951,63.479846,19.89644,17.39124,16.35791,15.98634,15.80684,-0.0001040663,2.519669,1.031736,0.3692341,0.1759348,STAR
1237671768005214664,255.7512,63.542807,23.77024,21.28419,19.86499,18.92073,18.36135,-5.453842e-06,3.140383,1.436769,0.9328308,0.5778847,STAR
1237671938729902120,253.82085,62.733145,18.03839,16.99932,16.90851,16.87401,16.95092,-0.0005023134,1.068945,0.08320808,0.02129745,-0.06202698,STAR
1237671938729967724,254.26523,62.8079,20.35484,17.94065,17.07613,16.60491,16.37235,-0.0001184028,2.447929,0.844059,0.500145,0.2207298,STAR
1237671938730230275,255.32698,62.987529,25.52697,23.79463,21.7068,19.04499,17.66924,-0.0001245353,1.900471,2.168583,2.650124,1.383085,STAR
1237671767468212562,255.50423,63.208627,22.16367,19.6669,18.28333,17.56038,17.14362,-2.41381e-05,2.580614,1.398642,0.7132759,0.4273872,STAR
1237671768005017839,254.99091,63.568665,18.04581,17.00241,16.90723,16.88701,16.93785,-0.0004236403,1.057274,0.09562302,0.00387001,-0.04612732,STAR
1237671938730229904,255.54865,63.012871,17.33847,16.16792,15.81038,15.66269,15.5758,3.938506e-05,1.156214,0.3754797,0.1502447,0.05749989,STAR
1237671939266904347,254.21202,63.257005,19.33698,18.29089,18.23965,18.26935,18.35793,-0.0008759222,1.042604,0.05063629,-0.03162956,-0.08532524,STAR
1237671768004952139,254.54444,63.494562,18.32316,17.1438,16.70416,16.58356,16.4752,-0.0003083089,1.198519,0.4388046,0.1563339,0.0682621,STAR
1237671768004952284,254.57821,63.471872,19.94117,19.96527,20.38527,20.76706,21.56534,-0.0005881243,-0.01448631,-0.4251976,-0.3856258,-0.8048573,STAR
1237671939266773269,253.62729,63.22765,21.6643,19.2711,17.94547,17.32123,16.92952,-0.0001236186,2.434973,1.375477,0.6636066,0.3502483,STAR
1237671767467950154,254.03345,63.076357,18.42441,17.1325,17.23541,17.33524,17.42353,-0.001138459,1.291992,-0.1273041,-0.09444809,-0.09791946,STAR
1237671939266773039,253.59275,63.259528,15.5335,15.80489,16.36165,16.73421,17.07446,-8.749052e-05,-0.298728,-0.5674009,-0.3590012,-0.3514576,STAR
1237671766930882972,253.37371,62.526806,23.75859,23.49403,21.80331,19.43327,17.69884,6.559204e-06,0.09413719,1.798441,2.345371,1.725761,STAR
1237671767467819208,253.48454,62.914265,18.97009,18.54065,18.82413,19.02697,19.24297,-2.329692e-05,0.4220238,-0.2878532,-0.2015553,-0.2265511,STAR
1237671766930948176,253.64639,62.460319,17.79133,16.23862,15.65872,15.51029,15.37044,-0.0002745598,1.574718,0.5664072,0.1989031,0.08947563,STAR
1237671939266707610,253.43083,63.097037,22.07736,25.44313,24.98056,20.8401,16.7219,-7.071881e-05,-3.350655,0.482996,3.956226,4.257267,STAR
1237671938729771032,253.111,62.773233,18.38898,17.28993,16.91447,16.76787,16.75039,-0.000403793,1.125036,0.3484974,0.1366653,0.02630615,STAR
1237651211211571243,252.94487,62.292721,17.81248,16.64391,16.19642,15.98927,15.94283,-0.0002622475,1.198851,0.4420242,0.1855698,0.07084942,STAR
1237651211211636978,253.38003,62.228348,19.25403,18.41479,18.13159,18.03591,17.99507,-0.0003797469,0.8436584,0.2739029,0.1030483,0.05264091,STAR
1237671767467754290,253.15778,62.973032,24.09489,23.06172,21.99207,21.25011,22.67115,-0.00361616,0.5255909,0.804491,0.6039791,-1.872505,STAR
1237671939803447529,252.5226,63.41963,19.0501,18.06454,18.01174,18.10789,18.18144,-0.0003942992,1.037155,0.01298904,-0.06357765,-0.08364296,STAR
1237671939803512964,252.87016,63.577311,18.56192,18.18312,18.47201,18.67487,19.01767,-0.0002204982,0.3883972,-0.2935429,-0.1925201,-0.3742638,STAR
1237671939803513077,252.72406,63.558137,20.65673,18.1175,16.78813,16.07464,15.62584,-5.359431e-05,2.519037,1.369465,0.7792387,0.4116945,STAR
1237671939803447381,252.55222,63.493966,18.87809,17.84888,16.79645,16.29968,16.0491,-8.887058e-05,1.045271,1.013109,0.4870071,0.2641563,STAR
1237671767467688107,252.69551,62.938786,20.09044,18.89687,18.77181,18.73011,18.83601,-0.0006706738,1.205341,0.1257782,0.03726387,-0.1006641,STAR
1237671768004428098,252.07443,63.184784,21.03998,19.4303,18.86408,18.66103,18.57529,-0.0001335351,1.616959,0.5688572,0.1947975,0.09496498,STAR
1237671940877189125,251.84655,64.245796,18.15688,17.13484,17.12776,17.18281,17.36779,-0.001202698,1.034052,-0.005989075,-0.03247452,-0.168869,STAR
1237671940877123910,251.65505,64.316139,19.65449,18.64594,18.35999,18.22225,18.2394,-0.001195254,1.014204,0.3053932,0.1289558,-0.01518631,STAR
1237671940877123609,251.46403,64.304692,16.96767,15.84321,15.5348,15.40356,15.38868,-6.59483e-05,1.12548,0.3170128,0.1058817,0.01916599,STAR
1237671940876992619,251.057,64.202099,20.6667,18.50698,17.59755,17.29357,17.14026,-0.0001633179,2.205881,0.875679,0.3040409,0.1527729,STAR
1237671940877058190,251.33461,64.283592,18.24147,16.82584,16.42225,16.36005,16.3428,-0.0001948722,1.381054,0.45648,0.1338272,0.04347801,STAR
1237671940877123602,251.48984,64.246768,18.92246,18.55286,18.62036,18.72821,18.90763,-0.0001430661,0.379446,-0.06967163,-0.1096325,-0.1830063,STAR
1237671940876992816,251.09578,64.194103,19.32936,18.23525,17.72273,17.54189,17.49786,-0.0004364055,1.116274,0.4637146,0.1811943,0.05472374,STAR
1237671940877058262,251.42239,64.316652,19.06682,17.10007,16.45286,16.23819,16.13414,-0.0002205349,1.934662,0.6705036,0.2136211,0.09914398,STAR
1237671940340121866,251.25148,63.777853,20.90051,18.86813,18.09092,17.79885,17.81827,-0.0002121236,2.025089,0.7913475,0.3083515,-0.06439209,STAR
1237671940340187362,251.55025,63.780546,19.1522,19.42436,19.7021,20.02159,20.1293,0.0001906789,-0.2507439,-0.3114433,-0.3196716,-0.1404266,STAR
1237671940340187184,251.53225,63.74132,16.0658,15.02606,14.95157,15.01131,15.07724,-0.0003058211,1.099844,0.007078171,-0.03947163,-0.08079052,STAR
1237671940877254668,252.17246,64.319097,24.43676,22.86728,20.62806,19.84145,22.76763,-9.32484e-05,7.511246,2.823064,0.5351887,-10.13836,STAR
1237671940877255788,252.22478,64.208259,23.7843,23.74561,23.01672,21.74664,21.1829,-0.004018306,1.33396,0.6288013,1.118204,0.3515034,STAR
1237671940877254723,252.23816,64.243341,16.59949,15.65304,15.28957,15.14499,15.14761,-0.0006493945,0.9925451,0.3564634,0.1239653,0.01416397,STAR
1237671769078235827,251.8054,64.054882,24.68992,22.58266,22.55322,22.30552,21.42676,-0.002891853,0.4324207,0.4820442,0.05115509,0.332592,STAR
1237671769078169689,251.53793,63.940756,18.48794,17.28587,16.80721,16.57152,16.47602,-0.0002050805,1.201317,0.4643917,0.2275143,0.09517097,STAR
1237671940877124231,251.62611,64.153602,23.07443,22.77534,22.5879,23.12454,22.10637,-0.0004544143,0.469841,0.2169743,-0.5094757,0.9391289,STAR
1237671769078236019,251.64728,64.075205,22.75463,23.15814,22.10979,21.4736,20.76081,0.0001064456,-0.4350204,1.032976,-0.4158821,0.7110653,STAR
1237671769615433930,253.15032,64.620242,22.1695,19.55379,18.24837,17.19048,16.68787,-0.0001933929,2.680439,1.280386,1.099411,0.5474339,STAR
1237671940877451381,253.42065,64.410642,18.1004,16.92314,16.5123,16.36057,16.28789,-0.0001102669,1.165489,0.4187031,0.1654205,0.07316971,STAR
1237671769078301694,252.28256,64.039588,24.41783,22.92301,21.78313,21.58796,22.08237,-0.002430088,2.103785,1.316275,0.09544563,-0.2568645,STAR
1237671769078366715,252.33344,64.040911,24.85353,22.74613,21.89956,20.82952,20.04675,-7.19572e-05,2.852873,0.7470608,0.9405346,0.8738728,STAR
1237671940340318243,252.16875,63.874698,17.38559,15.91885,15.37612,15.17932,15.16214,-0.0002451959,1.509297,0.5173512,0.1868715,0.05754471,STAR
1237671940877713525,254.81009,64.578365,18.53853,16.51653,15.8728,15.67974,15.57084,-0.0001463743,1.995787,0.6682777,0.1990604,0.08925247,STAR
1237671941414518975,254.30815,64.859701,18.5697,16.48632,15.66503,15.42799,15.29503,-0.000256361,2.106663,0.7824097,0.2759418,0.1197948,STAR
1237671769615696152,254.60032,64.77629,20.99688,18.3108,17.07686,16.52268,16.25683,-0.0001210848,2.656794,1.261078,0.5348396,0.2850323,STAR
1237671769078759773,254.49763,64.405289,19.49977,18.41168,17.99627,17.80901,17.80344,-0.000299533,1.112677,0.4131279,0.1742954,0.02069664,STAR
1237671768541495361,252.69082,63.607568,17.14972,16.16955,15.70033,15.56229,15.4841,-0.0004781278,1.093508,0.3943148,0.1362362,0.04596996,STAR
1237671768541495335,252.58781,63.606514,16.17823,15.31969,15.08537,15.08126,15.10902,-0.0002639925,1.001452,0.1388597,0.006487846,-0.05102634,STAR
1237671940340645936,253.74272,64.074669,18.4052,17.17459,16.72787,16.60428,16.54668,-0.0002808661,1.237799,0.4302197,0.1397972,0.05251503,STAR
1237671768541626569,253.1465,63.810032,20.16236,19.98521,20.31208,20.54531,20.55751,-0.0003891013,0.2110577,-0.3504181,-0.2311459,-0.03879166,STAR
1237671768541561235,253.09666,63.717739,20.0542,18.63233,17.80748,17.24,16.9334,-0.0003801138,1.475124,0.8173141,0.5723553,0.3094978,STAR
1237671940340711503,254.25804,64.081519,18.40433,16.99527,16.52659,16.33718,16.24344,-6.793081e-05,1.395288,0.4850426,0.196476,0.08960342,STAR
1237671940340646068,253.96565,64.090429,18.47027,17.38111,17.02806,16.866,16.83164,-0.0003705285,1.111979,0.3471088,0.1558723,0.03076935,STAR
1237671768541757695,253.91001,63.953882,21.17532,18.69367,17.2662,16.31452,15.8182,-1.719497e-05,2.599058,1.433323,0.941803,0.5150833,STAR
1237671939803775108,254.23022,63.722748,18.34264,17.27407,16.9049,16.76514,16.70691,-0.0006174597,1.088427,0.3609447,0.129015,0.04894257,STAR
1237671768541954050,254.86076,63.870245,18.22002,17.81789,17.96379,18.10298,18.2928,-0.0001721229,0.4156532,-0.155405,-0.1426048,-0.2004223,STAR
1237671769615827113,255.13792,64.865077,19.68837,18.70903,18.64101,18.65839,18.735,-0.0006363911,0.9913082,0.04959106,-0.0198288,-0.07718277,STAR
1237671769078956343,255.40729,64.518597,20.58828,18.48392,17.63758,17.30739,17.11353,-0.0001971641,2.092909,0.869751,0.3157082,0.1931591,STAR
1237671940877778962,254.84944,64.635941,18.02462,17.99618,18.38319,18.72938,18.92032,-0.0001917761,0.03483963,-0.393404,-0.3346939,-0.2163734,STAR
1237671940877844592,255.36102,64.530011,18.19351,16.44726,15.78218,15.50045,15.51357,-9.192213e-05,1.714478,0.7110987,0.3208857,-0.05677605,STAR
1237671940877713531,254.82262,64.621958,18.92134,17.61279,17.15144,16.98674,16.8816,-0.0001589914,1.293896,0.4710312,0.1757507,0.08490562,STAR
1237671769078825089,254.85332,64.271191,17.91449,16.841,16.50693,16.36213,16.34174,-0.0001131344,1.087034,0.339674,0.1468506,0.009569168,STAR
1237671939804037241,255.30713,63.819597,16.79713,15.66324,15.53556,15.52138,15.50673,-0.0006684178,1.155563,0.1111126,0.02435017,-0.008370399,STAR
1237671939804102706,255.72073,63.723687,17.8222,16.80755,16.47758,16.33365,16.34355,-0.0003193823,1.01726,0.3254738,0.131403,0.01501846,STAR
1237671768542019727,255.3975,63.952254,23.2886,21.93132,21.26786,24.32292,19.80417,-0.0001058621,1.845005,0.459547,-4.679485,6.503033,STAR
1237671939804037318,255.55642,63.744996,17.59201,16.32963,15.88844,15.72202,15.6573,-0.0002299201,1.275763,0.436738,0.1640272,0.0472374,STAR
1237671768005214229,255.67289,63.688719,18.76255,18.71263,19.07072,19.44294,19.6828,-0.0001275545,0.0549221,-0.3612671,-0.3627701,-0.2554836,STAR
1237671768005214337,255.6385,63.682633,19.27465,18.11849,17.7253,17.58877,17.57416,-0.0004580771,1.135885,0.3931732,0.1271191,0.02924728,STAR
1237671768005214665,255.74282,63.602162,25.50504,21.81441,20.37969,19.0713,18.30395,-0.0001228924,3.933264,1.453169,1.296757,0.7634048,STAR
1237671769615892570,255.60529,64.794708,17.70177,16.58308,16.07729,15.87267,15.7483,-0.0008117559,1.136232,0.4941273,0.2175083,0.1080475,STAR
1237671940877844712,255.42547,64.622425,18.07052,18.07656,18.30281,18.94677,19.69675,-0.00038736,0.02850914,-0.2110081,-1.369862,-0.3611374,STAR
1237671940878041092,256.23896,64.684565,19.05098,17.63376,17.09739,16.90018,16.85148,-0.0001341779,1.449673,0.5077991,0.1957531,0.06348801,STAR
1237671940877844617,255.35133,64.669959,18.44423,17.40079,17.04788,16.89622,16.85507,-0.0004548385,1.056753,0.3401527,0.1516418,0.04303169,STAR
1237671769615892533,255.55225,64.808744,17.43416,16.34123,15.99836,15.86444,15.84772,-3.020043e-05,1.113766,0.3394661,0.1123686,0.02224445,STAR
1237671769079021675,255.72407,64.481206,19.26062,16.93357,15.91292,15.61805,15.42974,-9.837424e-05,2.31296,0.980422,0.3277102,0.1880207,STAR
1237671769615892798,255.64365,64.810592,21.43139,20.26172,19.6669,19.4637,19.40543,-0.0008548494,1.187965,0.585638,0.2020512,0.0904274,STAR
1237671769079021718,255.78406,64.446794,17.98446,17.064,16.77537,16.7158,16.6615,-0.0003924586,0.9529228,0.2599468,0.08567238,0.03336143,STAR
1237671939804103023,255.82418,63.730506,22.81757,20.88826,19.39795,17.9855,17.21132,-6.996218e-05,2.027527,1.500652,1.405491,0.7658062,STAR
1237671768542281797,256.54847,64.101169,21.75244,18.97026,17.5496,16.48265,15.95776,-6.298465e-05,2.769447,1.409437,1.125067,0.489151,STAR
1237671940341039364,255.77436,64.194225,22.43703,20.12495,18.81147,18.0539,17.75778,3.545317e-05,2.37746,1.315981,0.7689037,0.2886772,STAR
1237671768542216533,256.28086,64.0834,20.10916,18.59384,18.08222,17.84033,17.88354,-0.0001042918,1.555311,0.4834518,0.254055,-0.05270386,STAR
1237671939804233954,256.35165,63.83179,20.12866,18.5216,17.91743,17.74796,17.64173,-0.0002885381,1.596252,0.6162834,0.1588669,0.1556377,STAR
1237671768542150920,256.10944,64.000301,21.02219,18.50808,17.07467,16.30275,15.89504,1.815998e-05,2.497442,1.419224,0.8011951,0.4005213,STAR
1237671768005279872,256.21975,63.647528,17.60893,16.5031,16.50693,16.57214,16.64203,-0.001048914,1.097197,-0.01815414,-0.06401062,-0.05660439,STAR
1237671940341104927,256.26286,64.246097,19.28212,18.36322,18.04341,17.91847,17.86063,-0.000826909,0.9356499,0.3365631,0.1307373,0.05956268,STAR
1237671769079152976,256.4162,64.475891,20.00378,18.95061,18.90821,18.95954,19.00774,-0.001111502,1.087557,0.007938385,-0.05314064,-0.04013824,STAR
1237671769079152663,256.29941,64.543393,20.45379,18.17775,17.40868,17.18207,17.12661,-0.0002469177,2.375217,0.7778378,0.2093372,0.0666523,STAR
1237671769079152765,256.45354,64.412076,15.06871,13.82843,13.43489,13.33899,13.34016,-6.027866e-05,0.1727324,2.004725,-0.0278635,-0.4421816,STAR
1237671939804299295,256.65725,63.952757,17.83087,16.34738,15.8117,15.64983,15.57352,-0.000181291,1.494093,0.5368471,0.1916237,0.03559494,STAR
1237671939267887247,259.26268,63.724372,18.61047,17.46156,17.1714,17.08323,17.01695,-0.0001197426,1.168339,0.3537388,0.1135788,0.03479958,STAR
1237671939804954739,260.14044,64.111387,18.15031,16.89587,16.48592,16.30059,16.24053,-0.0002405504,1.234093,0.4188843,0.1853142,0.0487442,STAR
1237671939805020792,260.3067,64.15989,22.95344,21.37504,20.61032,19.46546,18.82308,-0.0001057253,1.508249,0.815733,1.069756,0.6237755,STAR
1237671768006197340,260.86738,64.073355,17.04228,16.08148,15.74762,15.6533,15.65224,-2.658168e-05,0.9820518,0.315033,0.1083908,0.01299858,STAR
1237671768543068590,260.89937,64.443202,19.88764,17.47774,16.42468,16.05403,15.85395,-0.0001397756,2.476753,1.021362,0.3761768,0.1666603,STAR
1237671940342088266,261.32257,64.526597,24.85301,21.94274,20.58799,19.29813,18.65372,-8.345291e-05,3.402786,1.348316,1.287012,0.6491261,STAR
1237671769080070412,261.27413,64.764913,22.47201,19.35122,18.0138,17.40677,17.05282,-0.0001400428,3.213797,1.339212,0.618576,0.3331585,STAR
1237671939804692749,258.83979,64.014291,16.38733,15.32199,15.25438,15.28274,15.36621,-0.0007847078,1.084235,0.05138588,-0.03153133,-0.08971024,STAR
1237671939267887394,259.22773,63.725065,19.39491,18.26454,17.87912,17.72843,17.69051,-0.0001328859,1.131712,0.3768024,0.1503258,0.02991104,STAR
1237671768542937392,260.10583,64.330281,19.49097,19.38718,19.82427,19.99196,20.22472,-2.792263e-05,0.1447582,-0.4210453,-0.1821651,-0.2689857,STAR
1237671769079873737,260.43737,64.735464,20.42459,17.81839,16.45456,15.68566,15.3324,-1.49825e-05,2.600195,1.40032,0.7778473,0.4133224,STAR
1237665102747402262,213.30576,31.965546,17.39785,16.60248,16.31037,16.22569,16.22598,-0.0008948282,0.823246,0.2579346,0.08626366,0.001192093,STAR
1237665102747402731,213.34937,32.06873,25.50968,21.354,20.64742,20.60254,20.29939,-0.0006314462,4.560074,0.7174511,0.03930473,0.302969,STAR
1237665128554365638,213.37665,31.749951,23.38769,21.8117,21.45296,21.56446,21.49984,-0.0001021057,1.700838,0.3325481,-0.1481152,0.2339535,STAR
1237665129091236175,213.38465,32.170958,24.26547,21.71404,21.02759,20.86683,20.79368,8.266378e-05,2.624744,0.6946526,0.1568661,0.1148891,STAR
1237665129091235953,213.42843,32.138475,19.76883,19.41359,19.38019,19.39936,19.54056,7.14737e-05,0.3589172,0.03056335,-0.02827263,-0.1294079,STAR
1237665102747468008,213.45319,31.994429,21.94592,20.73252,20.51651,20.53482,20.44341,-0.0005487086,1.338661,0.240696,-0.0288372,0.1487961,STAR
1237665102747533454,213.61498,31.883996,19.84303,18.96702,18.86353,18.65936,18.66805,-0.0006198662,0.8475094,0.1558914,0.1976986,-0.002386093,STAR
1237665128554430605,213.49147,31.621483,19.84372,18.82015,18.83393,18.74312,18.72608,-0.0003550382,1.119917,-0.04489899,0.08881187,0.02972603,STAR
1237665129628107133,213.51129,32.519828,22.50354,21.57146,21.34282,21.0513,20.76079,-0.0008644478,1.216375,0.2215939,0.2972069,0.2646961,STAR
1237665102747599073,213.69744,31.856914,22.04064,20.96691,20.84445,20.77635,20.54009,-0.0004895271,1.084103,0.1352844,0.07699203,0.1361141,STAR
1237665128554561640,213.78452,31.602251,19.2292,18.35721,18.01497,17.89013,17.81957,-0.0002187995,0.8747063,0.326664,0.121706,0.07521248,STAR
1237665129628172381,213.73752,32.493926,19.49541,18.67688,18.43839,18.32939,18.3025,-0.0005973235,0.8454571,0.2349834,0.1017056,0.03596115,STAR
1237665129091367342,213.73573,32.077293,22.65888,21.39081,21.18423,20.97039,20.77527,-3.794764e-05,1.294104,0.2351246,0.2073441,0.1852932,STAR
